s,left_x,left_y,right_x,right_y
0.93000001,-0.63545953,2.49891985,-0.96321548,-0.57607923
0.94000000,-0.62299421,2.52391813,-0.95302988,-0.57607775
0.94999999,-0.61319843,2.52391800,-0.94284233,-0.57607767
0.95999998,-0.60075226,2.54891834,-0.93265283,-0.57607905
0.97000003,-0.59096967,2.54891977,-0.92246106,-0.57607924
0.98000002,-0.57854361,2.57391984,-0.91226706,-0.57607836
0.99000001,-0.56877487,2.57391797,-0.90207123,-0.57607885
1.00000000,-0.55901112,2.57391794,-0.89187315,-0.57607807
1.00999999,-0.54925711,2.57391802,-0.88167087,-0.57607886
1.01999998,-0.53950871,2.57391989,-0.87146615,-0.57607844
1.02999997,-0.52713522,2.59892001,-0.86125918,-0.57607919
1.03999996,-0.51740244,2.59891912,-0.85104981,-0.57607876
1.04999995,-0.50505208,2.62391960,-0.84083819,-0.57607942
1.05999994,-0.49533479,2.62391833,-0.83062419,-0.57607886
1.07000005,-0.48562286,2.62391916,-0.82040787,-0.57607939
1.08000004,-0.47591694,2.62391941,-0.81018936,-0.57607846
1.09000003,-0.46621659,2.62391953,-0.79996884,-0.57607861
1.10000002,-0.45391869,2.64891847,-0.78974611,-0.57607739
1.11000001,-0.44423368,2.64891852,-0.78212067,-0.60107911
1.12000000,-0.43455417,2.64891823,-0.77188954,-0.60107780
1.13000000,-0.42228953,2.67391820,-0.76165644,-0.60107740
1.13999999,-0.41262533,2.67391792,-0.75142147,-0.60107788
1.14999998,-0.40296614,2.67391981,-0.74118463,-0.60107921
1.15999997,-0.39331261,2.67391920,-0.73094575,-0.60107897
1.16999996,-0.38109152,2.69891788,-0.72070500,-0.60107941
1.17999995,-0.37145270,2.69891976,-0.71046217,-0.60107831
1.19000006,-0.36181910,2.69891908,-0.70021756,-0.60107794
1.20000005,-0.34963156,2.72391950,-0.68997128,-0.60107826
1.21000004,-0.34001291,2.72391911,-0.67972349,-0.60107924
1.22000003,-0.33039942,2.72391849,-0.66947381,-0.60107844
1.23000002,-0.32079063,2.72391799,-0.65922251,-0.60107830
1.24000001,-0.31118651,2.72391981,-0.64896960,-0.60107867
1.25000000,-0.29905275,2.74891783,-0.63871532,-0.60107959
1.25999999,-0.28946317,2.74892002,-0.62845931,-0.60107865
1.26999998,-0.27735354,2.77391950,-0.61820176,-0.60107817
1.27999997,-0.26777845,2.77391983,-0.60794289,-0.60107817
1.28999996,-0.25820831,2.77391773,-0.59768253,-0.60107856
1.29999995,-0.24864226,2.77391821,-0.58742103,-0.60107941
1.30999994,-0.23908069,2.77391856,-0.57715785,-0.60107816
1.32000005,-0.22702443,2.79891904,-0.56689362,-0.60107974
1.33000004,-0.21747696,2.79891768,-0.55890074,-0.62386397
1.34000003,-0.20793352,2.79891900,-0.54884947,-0.62607735
1.35000002,-0.19839446,2.79891790,-0.53857609,-0.62607777
1.36000001,-0.18885941,2.79891951,-0.52830169,-0.62607854
1.37000000,-0.17685637,2.82391878,-0.51802615,-0.62607933
1.38000000,-0.16733493,2.82391865,-0.50774922,-0.62607791
1.38999999,-0.15535595,2.84891998,-0.49747155,-0.62607908
1.39999998,-0.14584793,2.84891853,-0.48719261,-0.62607791
1.40999997,-0.13634344,2.84891977,-0.47691290,-0.62607933
1.41999996,-0.12684297,2.84891864,-0.46663198,-0.62607825
1.42999995,-0.11734588,2.84892031,-0.45635036,-0.62607965
1.44000006,-0.10541930,2.87391882,-0.44606754,-0.62607861
1.45000005,-0.09593520,2.87391910,-0.43578396,-0.62607749
1.46000004,-0.08645434,2.87391983,-0.42549981,-0.62607877
1.47000003,-0.07697713,2.87391830,-0.41521460,-0.62607745
1.48000002,-0.06750307,2.87391964,-0.40492885,-0.62607853
1.49000001,-0.05562810,2.89891825,-0.39464247,-0.62607931
1.50000000,-0.04616621,2.89891821,-0.38435513,-0.62607746
1.50999999,-0.03670738,2.89891889,-0.37406736,-0.62607795
1.51999998,-0.02725163,2.89891974,-0.36377897,-0.62607806
1.52999997,-0.01779891,2.89891873,-0.35348999,-0.62607802
1.53999996,-0.00597398,2.92392016,-0.34320047,-0.62607750
1.54999995,0.00346709,2.92391820,-0.33291066,-0.62607918
1.55999994,0.01290563,2.92391907,-0.32262010,-0.62607801
1.57000005,0.02234152,2.92391790,-0.31232921,-0.62607889
1.58000004,0.03177499,2.92391978,-0.30203802,-0.62607935
1.59000003,0.04355062,2.94892003,-0.29174644,-0.62607937
1.60000002,0.05297289,2.94891858,-0.28145447,-0.62607886
1.61000001,0.06239291,2.94891767,-0.27116219,-0.62607781
1.62000000,0.07413732,2.97391916,-0.26086985,-0.62607862
1.63000000,0.08354696,2.97392011,-0.25057723,-0.62607891
1.63999999,0.09295434,2.97391923,-0.24028437,-0.62607860
1.64999998,0.10235980,2.97391880,-0.23229941,-0.65107871
1.65999997,0.11176341,2.97391919,-0.22200004,-0.65107769
1.66999996,0.12346080,2.99891990,-0.21170073,-0.65107835
1.67999995,0.13285452,2.99891965,-0.20140130,-0.65107831
1.69000006,0.14224678,2.99891995,-0.19110165,-0.65107749
1.70000005,0.15163722,2.99891877,-0.18080231,-0.65107836
1.71000004,0.14109899,2.77952836,-0.17050289,-0.65107840
1.72000003,0.14550428,2.72391866,-0.16020351,-0.65107755
1.73000002,0.15495929,2.72391825,-0.14990434,-0.65107833
1.74000001,0.16441322,2.72391870,-0.13960526,-0.65107825
1.75000000,0.17386615,2.72391992,-0.12930647,-0.65107962
1.75999999,0.18331792,2.72391946,-0.11900759,-0.65107761
1.76999998,0.19276888,2.72391979,-0.10870931,-0.65107945
1.77999997,0.20221878,2.72391865,-0.09841095,-0.65107792
1.78999996,0.21166806,2.72391822,-0.08811306,-0.65107768
1.79999995,0.22111667,2.72391880,-0.07781559,-0.65107887
1.80999994,0.23056456,2.72391795,-0.06751842,-0.65107906
1.82000005,0.24001236,2.72392020,-0.05722141,-0.65107796
1.83000004,0.24945909,2.72391871,-0.04692519,-0.65107817
1.84000003,0.25890550,2.72391814,-0.03662952,-0.65107969
1.85000002,0.26835175,2.72391858,-0.02633404,-0.65107756
1.86000001,0.27779781,2.72392006,-0.01603938,-0.65107905
1.87000000,0.28724367,2.72392000,-0.00574519,-0.65107923
1.88000000,0.29668929,2.72391855,0.00454855,-0.65107817
1.88999999,0.30613510,2.72391826,0.01484155,-0.65107818
1.89999998,0.31558102,2.72391907,0.02513385,-0.65107932
1.90999997,0.32502707,2.72391843,0.03542557,-0.65107906
1.91999996,0.33447349,2.72391912,0.04571669,-0.65107748
1.92999995,0.34178740,2.69891875,0.05600681,-0.65107925
1.94000006,0.35124068,2.69891863,0.06629628,-0.65107957
1.95000005,0.36069444,2.69891964,0.07658499,-0.65107834
1.96000004,0.37226259,2.72391812,0.08687275,-0.65107813
1.97000003,0.38171144,2.72391966,0.09505186,-0.67607792
1.98000002,0.39116091,2.72391990,0.10534413,-0.67607750
1.99000001,0.34109910,2.01389166,0.11563538,-0.67607794
2.00000000,0.34109901,1.89870039,0.12592561,-0.67607915
2.00999999,0.34868960,1.87392001,0.13621499,-0.67607867
2.01999998,0.35835128,1.87391792,0.14650318,-0.67607894
2.02999997,0.36609897,1.85080311,0.15679035,-0.67607758
2.03999996,0.36735325,1.74891884,0.16707629,-0.67607924
2.04999995,0.37704734,1.74891864,0.17736118,-0.67607922
2.05999994,0.38674217,1.74891975,0.18764496,-0.67607746
2.06999993,0.39109907,1.68370355,0.19792740,-0.67607900
2.07999992,0.40001246,1.67391937,0.20820868,-0.67607888
2.08999991,0.40972748,1.67391815,0.21848882,-0.67607953
2.09999990,0.41609905,1.63270111,0.22876771,-0.67607865
2.10999990,0.42511505,1.62391931,0.23904515,-0.67607876
2.11999989,0.43484444,1.62391827,0.24932137,-0.67607973
2.13000011,0.44109905,1.58069865,0.25959651,-0.67607933
2.14000010,0.45029672,1.57391908,0.26986997,-0.67607747
2.15000010,0.46004056,1.57391813,0.28014193,-0.67607916
2.16000009,0.46779251,1.54891929,0.29041249,-0.67607953
2.17000008,0.47754415,1.54891975,0.30068162,-0.67607854
2.18000007,0.48729662,1.54891889,0.31094907,-0.67607887
2.19000006,0.49507448,1.52391853,0.32121505,-0.67607784
2.20000005,0.50483485,1.52391889,0.33147932,-0.67607814
2.21000004,0.51459639,1.52392002,0.34174186,-0.67607970
2.22000003,0.52044187,1.47391881,0.35200326,-0.67607774
2.23000002,0.53021698,1.47391813,0.36226265,-0.67607956
2.24000001,0.53999332,1.47391813,0.37057324,-0.70107785
2.25000000,0.54782903,1.44891838,0.38083487,-0.70107815
2.25999999,0.55761338,1.44891923,0.39109482,-0.70107743
2.26999998,0.56739878,1.44891823,0.40135280,-0.70107829
2.27999997,0.57718552,1.44891775,0.41160900,-0.70107825
2.28999996,0.58697362,1.44891785,0.42186337,-0.70107736
2.29999995,0.59484859,1.42391822,0.43211570,-0.70107809
2.30999994,0.60464483,1.42391871,0.44236621,-0.70107806
2.31999993,0.61444250,1.42391958,0.45261475,-0.70107728
2.32999992,0.62234302,1.39891946,0.46286127,-0.70107830
2.33999991,0.63214875,1.39891816,0.47310578,-0.70107866
2.34999990,0.64109910,1.38757245,0.48334828,-0.70107841
2.35999990,0.64988191,1.37391860,0.49358885,-0.70107753
2.36999989,0.65969754,1.37391995,0.50382717,-0.70107859
2.38000011,0.66764179,1.34891823,0.51406353,-0.70107918
2.39000010,0.67746535,1.34891952,0.52429745,-0.70107931
2.40000010,0.68729042,1.34891836,0.53452923,-0.70107908
2.41000009,0.69711725,1.34891964,0.54475874,-0.70107836
2.42000008,0.70694567,1.34891847,0.55498618,-0.70107728
2.43000007,0.71609912,1.33976495,0.56521119,-0.70107836
2.44000006,0.72476420,1.32391781,0.57543394,-0.70107917
2.45000005,0.73460279,1.32391842,0.58565441,-0.70107974
2.46000004,0.74260884,1.29892018,0.59587258,-0.70107775
2.47000003,0.75245534,1.29891997,0.60608815,-0.70107795
2.48000002,0.76230375,1.29891958,0.61630145,-0.70107810
2.49000001,0.77215401,1.29891889,0.62651233,-0.70107818
2.50000000,0.78200594,1.29891793,0.63672060,-0.70107829
2.50999999,0.79109902,1.28841668,0.64511482,-0.72607864
2.51999998,0.79990870,1.27391881,0.65532253,-0.72607903
2.52999997,0.80977088,1.27391863,0.66552760,-0.72607947
2.53999996,0.81963494,1.27391799,0.67573008,-0.72607760
2.54999995,0.82950101,1.27391918,0.68592968,-0.72607827
2.55999994,0.83936926,1.27391984,0.69612669,-0.72607924
2.56999993,0.84923956,1.27391984,0.70632121,-0.72607795
2.57999992,0.85911195,1.27391917,0.71651286,-0.72607930
2.58999991,0.86720787,1.24892001,0.72670166,-0.72607860
2.59999990,0.87708846,1.24892003,0.73688774,-0.72607825
2.60999990,0.88697101,1.24891932,0.74707086,-0.72607817
2.61999989,0.89685582,1.24892026,0.75725113,-0.72607863
2.63000011,0.90674314,1.24892029,0.76742874,-0.72607953
2.64000010,0.91609902,1.24134048,0.77760346,-0.72607848
