x_m,y_m,left_x_m,left_y_m,right_x_m,right_y_m,w_tr_left_m,w_tr_right_m,w_total_m
-14.365828454858953,9.459412718002907,-15.471390389222938,9.524745124066971,-12.37774397829098,9.34226486219542,1.1066216161075915,1.9907880123875872,3.0974096284951784
-14.352318283859688,9.578285172270105,-15.469329214109788,9.645087455078754,-12.375182472317544,9.460373910246403,1.1181449775581074,1.9799104411935533,3.0980554187516605
-14.338310866856947,9.697140573829984,-15.467079470550717,9.765505748199296,-12.372851929277491,9.5784171471675,1.1300013817633348,1.9683259685258374,3.098327350289172
-14.323789335472947,9.815975627774296,-15.464623225044535,9.885998314507743,-12.370728618057278,9.696395355574005,1.1421917323681912,1.9560428721580687,3.09823460452626
-14.308731653912083,9.934786593737153,-15.461942544090068,10.00656346508324,-12.368788807543336,9.814309318081207,1.1547221213855912,1.9430642414958812,3.0977863628814726
-14.293119086546586,10.053569794976292,-15.459019494186125,10.127199511004928,-12.367008766622114,9.932159817304411,1.167595347246655,1.929396459526701,3.0969918067733557
-14.276945858797607,10.172322248577187,-15.455836141831526,10.247904763351956,-12.36536476418006,10.049947635858912,1.180801234368218,1.9150588832522408,3.0958601176204588
-14.260210372257797,10.291041154932026,-15.452374553525088,10.368677533203464,-12.363833069103611,10.167673556359995,1.1943254336511022,1.9000750431902271,3.0944004768413294
-14.242901350200139,10.409723004886061,-15.44861679576562,10.4895161316386,-12.362389950279214,10.285338361422964,1.208163306591969,1.8844587592625448,3.092622065854514
-14.224999904214446,10.528363668939962,-15.444544935346956,10.610418871217032,-12.361011679001956,10.40294283245048,1.2223178579616212,1.868216205117202,3.090534063078823
-14.206492838333153,10.646959983762825,-15.440142075848838,10.731389267666676,-12.359682991485675,10.520483489170603,1.2367857056803513,1.8513493989759287,3.08813510465628
-14.187374020437435,10.76551116098018,-15.43539468217703,10.852447705718468,-12.35841606775038,10.63794303469072,1.2515541511905817,1.8338354968050674,3.0853896479956493
-14.167633879963246,10.884015670594023,-15.43028989921944,10.973617982631868,-12.357228639582855,10.755301377073843,1.2666135386866828,1.8156416976047405,3.0822552362914233
