x_m,y_m,psi_rad,kappa_radpm,w_tr_left_m,w_tr_right_m,w_total_m,boundary_ref_x_m,boundary_ref_y_m,left_x_m,left_y_m,right_x_m,right_y_m
2.6091874051532704,-1.3665638553461752,-1.566828350294744,-0.5041427742419462,0.9508192908997166,0.6491904517803263,1.6000097426800428,2.7600006374402586,-1.3659654288438356,3.559999210815192,-1.3627910366444145,1.9600020640653253,-1.369139821043257
2.608763806163532,-1.4164393695009414,-1.5916344893226393,-0.49023377090842224,0.9514413330895004,0.6489042098568757,1.6003455429463762,2.7599995263688144,-1.4195913002517178,3.5599985750102237,-1.436264223808283,1.9600004777274052,-1.4029183766951525
2.607123102365175,-1.4662478110748802,-1.6156861585966755,-0.4747375866007151,1.0038879311931312,0.6477742692809473,1.6516622004740786,2.785000562552221,-1.4742380681128109,3.6099997376181996,-1.5112970381359163,1.9600013874862423,-1.4371790980897055
2.604304618986146,-1.5160064521644598,-1.638931525939089,-0.45785945643552267,1.0080327936548215,0.6458010972117074,1.6538338908665289,2.7850002232315205,-1.5283372706049816,3.6099984692879277,-1.5846358376252179,1.960001977175113,-1.472038703584745
2.6003476812543935,-1.5657325648661495,-1.6613256619812669,-0.439808765605845,1.0138020813792914,0.6429795786141717,1.656781659993463,2.784999676826665,-1.582494804287681,3.609998260958192,-1.6573860815077246,1.9600010926951377,-1.5076035270676376
2.595291614397864,-1.6154434212764177,-1.682830496528867,-0.4207934107648792,1.0211085961964494,0.6392975659039959,1.6604061621004453,2.7850002920879158,-1.636786647891395,3.6099986091852916,-1.7296033089592278,1.9600019749905404,-1.5439699868235623
2.5891757436445055,-1.6651562934917334,-1.7034146383019264,-0.401014949275988,1.029866737556345,0.6347483617560153,1.6646150993123605,2.7850001786750327,-1.6912795277621575,3.609999296232794,-1.801335482819527,1.9600010611172713,-1.581223572704788
2.582039394222266,-1.7148884536085651,-1.7230530809849123,-0.3806646441038731,1.0399904100039778,0.6293176921786382,1.6693081021826162,2.785000281524009,-1.7460316473626087,3.609998482994668,-1.8726229289475187,1.9600020800533502,-1.6194403657776986
2.5740243201221626,-1.7640652791452363,-1.7414751977828082,-0.35758925393266977,1.0512493129714864,0.6230771011837501,1.6743264141552365,2.784999687849645,-1.8004281028674705,3.609998651344629,-1.9426214413776999,1.9600007243546602,-1.658234764357241
2.5651921773459305,-1.8127875968128087,-1.7585699707854525,-0.33299584133632976,1.1143949864306177,0.619624475716566,1.7340194621471836,2.808228961026981,-1.8589675312652432,3.65999862755862,-2.020814091169624,1.9564592944953418,-1.6971209713608626
2.555520290865664,-1.8615389433868275,-1.7745226597626003,-0.309063361323273,1.1278019620545037,0.6591498471817266,1.7869518092362302,2.7850003605619147,-1.908947790724488,3.659998707339228,-2.089715833448107,1.9100020137846014,-1.728179748000869
2.5450617611651745,-1.9103106059668757,-1.7893557120613393,-0.28580083832486286,1.1421060289365812,0.6505358960210444,1.7926419249576258,2.784999802769395,-1.9636025855208463,3.6599980257510554,-2.1579460380935584,1.910001579787735,-1.7692591329481344
2.533869688728274,-1.9590938716525346,-1.803091739083789,-0.26320129437106277,1.1572121944001343,0.641088882682476,1.7983010770826104,2.784999944760305,-2.0185027323543467,3.6599997745635404,-2.225497874334608,1.91000011495707,-1.8115075903740852
2.521997174038774,-2.0078800275433872,-1.815753024980693,-0.2412443775403951,1.1730190928277275,0.6510106346230883,1.824029727450816,2.7752098597903165,-2.071177289599394,3.659999098200343,-2.2923539503253387,1.8904206213802897,-1.8500006288734494
2.509497317580485,-2.056660360739017,-1.8273611087225294,-0.2198986631147427,1.18943417392951,0.6714747505841113,1.8609089245136214,2.7599999504895387,-2.1223788662280065,3.6599982209790776,-2.3584903217939104,1.86000168,-1.8862674106621025
2.496423219837219,-2.105426158339005,-1.837936431028064,-0.19912362529778763,1.2063662211607984,0.7116651363634213,1.9180313575242196,2.73500018360808,-2.170720286580392,3.6599993634317047,-2.423875554029387,1.8100010037844556,-1.9175650191313969
2.483103503041253,-2.1531948073446605,-1.847376366132936,-0.18180833879590688,1.2753654831721304,0.6996937655163212,1.9750592486884515,2.760000143246385,-2.2317933586691403,3.709998646551156,-2.501455374303793,1.8100016399416146,-1.962131343034488
