x_m,y_m,psi_rad,kappa_radpm,w_tr_left_m,w_tr_right_m,w_total_m,boundary_ref_x_m,boundary_ref_y_m,left_x_m,left_y_m,right_x_m,right_y_m
5.73275632738849,-2.7164015483210995,2.0396268447710835,0.05908061262373758,0.4711372943495842,0.8094028496403853,1.2805401439899695,5.64803668,-2.5699995,5.97581925,-3.11999883,5.32025411,-2.02000016
5.688254076256607,-2.7390272722661604,2.0427373049571687,0.06552844766053302,0.48661480160283943,0.7828009099871416,1.2694157115899811,5.614999976196822,-2.6102836677404793,5.939998799225644,-3.1554628130119204,5.2900011531679985,-2.0651045215535317
5.643826174728216,-2.7617984132280213,2.046169732229984,0.0719792420024981,0.4697821562035514,0.7738942135036043,1.2436763697071558,5.55817607257543,-2.6358085909553517,5.876351775604149,-3.1699982652913756,5.240000361628116,-2.1016189176600313
5.599480780723436,-2.7847288530109346,2.04992424173356,0.07843270359363151,0.4937138605263551,0.7866707402161793,1.2803846007425344,5.505635537066088,-2.6700002204898583,5.8324908905054285,-3.2199984991100177,5.178780189902716,-2.1200019418696985
5.555226052162386,-2.80783247341915,2.0540009333837776,0.08488820436505608,0.4598133388361133,0.7657984430027512,1.2256117818388645,5.447355250602458,-2.6936010032248374,5.759057084031733,-3.2199989652870498,5.135653423083259,-2.167203045252548
5.511070146965189,-2.8311231562569206,2.058399880177685,0.09134474971019596,0.48379060931710477,0.750477280783119,1.2342678901002238,5.402319910916778,-2.7399507588211645,5.714639617882671,-3.2699999318714337,5.0900002039508845,-2.2099015757708953
5.467021223051964,-2.8546147833284956,2.063121115489219,0.09780094806781599,0.4510830167476053,0.7447534031263822,1.1958364198739875,5.340524051295273,-2.757609309375354,5.641047745701503,-3.2707765997084106,5.040000346889043,-2.2444420186221556
5.423087438342831,-2.8783212364381274,2.068164619356166,0.10425498077317831,0.47818404342920007,0.7437440977971573,1.2219281412263574,5.3007601372368285,-2.795000164489033,5.6063362490700825,-3.319999685943361,4.995184025403575,-2.2700006365871572
5.379277109526634,-2.9022563100357486,2.0735301881755968,0.11057623349671425,0.45473573507915865,0.7544716446919898,1.2092073797711484,5.240000152103477,-2.80824741241143,5.539999679816223,-3.327641834187066,4.940000624390731,-2.288852990635794
5.335602657314648,-2.926429274894232,2.0791034835913402,0.11272311785939984,0.47476081622423977,0.7451100602669475,1.2198708764911872,5.20375636082345,-2.845000233448779,5.504846506641158,-3.3699992829956047,4.902666215005742,-2.320001176244506
5.292063676294192,-2.9508483079753707,2.084784236022,0.11487499668801107,0.4562583775368231,0.770822949423519,1.227081326960342,5.139999846920183,-2.8544804873826086,5.439999217693272,-3.3824578336620674,4.840000478453822,-2.3265031434098784
5.24866433358529,-2.975517246413104,2.0905726699651535,0.11703129890230055,0.4706175044241128,0.7468725008692337,1.2174900052933466,5.107375413040595,-2.89499985553277,5.403313899956249,-3.419999357517313,4.81143691725973,-2.3700003441156214
5.205408796307964,-3.000439927341372,2.0964689899037214,0.11919139244558795,0.45766991798445933,0.7794151955942314,1.2370851135786909,5.042600701275868,-2.904633635058739,5.339999663024072,-3.4378722677375855,4.745201747876459,-2.3713950007286884
5.1623012315822345,-3.025620187894115,2.102473378249739,0.12135458280787564,0.46567522250706017,0.7539592538199938,1.219634476327054,5.003756438369023,-2.946098655771091,5.294300514961242,-3.472195603747281,4.713212361776804,-2.4200017077949005
5.119345806528125,-3.051061865205272,2.1085859932396342,0.12352011160545544,0.4862692042032268,0.7880091974622916,1.2742784016655184,4.94771399477839,-2.9699998485192496,5.248014673502983,-3.5199990269101704,4.647413326053795,-2.4200006723257617
5.076546688265659,-3.0767687964087824,2.114806966782645,0.12568715522996504,0.48847183692322943,0.7675631360645495,1.2560349729877789,4.898227536946729,-3.0109416310550157,5.189999296651268,-3.5518827207655157,4.606455777242189,-2.4700005513445156
5.033908848949919,-3.102744323392137,2.12113514788493,0.12708085661804908,0.4762098239577172,0.8012584347853322,1.2774682587430495,4.83316541335104,-3.0207108667645435,5.12582662477176,-3.5699989851364644,4.5405042111903775,-2.4714227391325645
4.991445047687962,-3.128979263830854,2.127203287994705,0.11606100799466669,0.4987255667663145,0.78257790612076,1.2813034728870745,4.789360788078266,-3.0700002045590304,5.078778979378992,-3.6199985865888977,4.499942591503003,-2.5200018301664318
4.949131374961966,-3.155461376998917,2.132721783096427,0.10504470712353729,0.46788415186371446,0.8043579598796402,1.2722421117433547,4.722494239673358,-3.07637158863378,5.00498822096648,-3.6199994188422684,4.440000263961755,-2.532743752843772
4.906954453939081,-3.1821667140734045,2.1376908495628975,0.0940352905368322,0.49130108747720375,0.7948267009309631,1.2861277884081668,4.682614881305967,-3.1199999858577296,4.9652289081063055,-3.6699995200098185,4.400000854749292,-2.5700004517056407
4.864900907786457,-3.209071326231395,2.1421107906320476,0.08303466660791191,0.5136331247612735,0.8177347967278952,1.3313679214891687,4.628776885549868,-3.151018632057242,4.917553013010661,-3.719998662226925,4.340000766471261,-2.5820386002697435
4.8229573596712445,-3.236151264649968,2.145981951427456,0.07204346795718322,0.48598818271675204,0.8098440373637245,1.2958322200804764,4.570705252284152,-3.171827718397159,4.846438205113485,-3.721571869525419,4.294972304129448,-2.6220835599315846
