time,x,y,yaw,vel,accel,steer,theta
135,0.289393,-6.5776,-1.17896,2.04128,-0.360913,0.297568,8.90554
136,0.351026,-6.68234,-1.0697,2.01864,0.0884429,0.2619,9.02554
137,0.423254,-6.78043,-0.967961,2.03874,0.312749,0.213695,9.14554
138,0.503838,-6.87205,-0.878902,2.05553,0.987269,0.166063,9.26554
139,0.592147,-6.95927,-0.803935,2.07944,-0.217259,0.120815,9.38554
140,0.685829,-7.04263,-0.746231,2.09695,-0.01191,0.074557,9.50554
141,0.78242,-7.12296,-0.706275,2.09024,-0.112556,0.0271357,9.63554
142,0.880096,-7.20143,-0.684562,2.08595,-0.0533769,-0.021352,9.76554
143,0.977557,-7.27978,-0.680975,2.08313,-1.01828,-0.0516275,9.88554
144,1.05744,-7.34588,-0.689905,2.05224,0.335172,-0.120094,9.99554
145,1.16415,-7.43874,-0.714372,2.03548,0.700533,-0.191734,10.1255
146,1.25272,-7.52499,-0.761992,2.0802,-0.519109,-0.242377,10.2555
147,1.3351,-7.61905,-0.835703,2.08864,0.568885,-0.280169,10.3755
148,1.40767,-7.72098,-0.930576,2.08271,0.827591,-0.302583,10.4955
149,1.46942,-7.83066,-1.03311,2.1058,-0.186084,-0.295142,10.6155
150,1.53944,-8.00895,-1.19927,2.14904,0.326672,-0.33425,10.7655
151,1.5685,-8.13403,-1.31954,2.13896,-0.700894,-0.345981,10.9255
152,1.58194,-8.28286,-1.46618,2.1393,0.256985,-0.374784,11.0655
153,1.57571,-8.41027,-1.59493,2.11698,-0.242839,-0.423726,11.1955
154,1.55076,-8.535,-1.73923,2.13277,0.408496,-0.439564,11.3255
155,1.52329,-8.61567,-1.84116,2.13634,0.38407,-0.451407,11.4255
156,1.48778,-8.69305,-1.94357,2.13218,0.450007,-0.433957,11.5255
157,1.42022,-8.80108,-2.0973,2.11842,-0.653864,-0.423249,11.6555
158,1.3371,-8.89713,-2.2512,2.11756,0.141532,-0.381678,11.7855
159,1.24132,-8.97912,-2.40053,2.08864,-0.77642,-0.372038,11.9255
160,1.13585,-9.04618,-2.54169,2.08164,0.23416,-0.303956,12.0755
161,1.06161,-9.08292,-2.62737,2.07094,0.242889,-0.279296,12.2055
162,0.946278,-9.12717,-2.74238,2.0491,-0.626166,-0.261673,12.3355
163,0.827823,-9.15975,-2.84312,2.04709,0.238904,-0.205918,12.4555
164,0.707461,-9.18182,-2.93222,2.0385,-0.584344,-0.166488,12.5755
165,0.585996,-9.19552,-3.00537,2.03955,0.446274,-0.13043,12.7155
166,0.46401,-9.20305,-3.06098,2.03485,0.119798,-0.0968873,12.8555
167,0.341611,-9.20541,-3.10658,2.04475,0.143703,-0.0569279,12.9855
168,0.218672,-9.20434,-3.13863,2.05402,0.275083,-0.0440696,13.1055
169,0.0950306,-9.20142,3.12508,2.06992,0.478514,-0.0229941,13.2355
170,-0.029846,-9.19706,3.11214,2.09689,0.191659,0.0182959,13.3555
171,-0.15614,-9.19255,3.10857,2.11446,0.488391,0.0291607,13.4855
172,-0.283,-9.18906,3.11365,2.11151,-0.520537,0.0286398,13.6155
173,-0.409873,-9.18641,3.11953,2.11505,-0.0364385,0.0200747,13.7355
174,-0.536167,-9.18454,3.12546,2.09818,-0.178072,-0.00143559,13.8655
175,-0.66152,-9.18341,3.13107,2.08111,-0.319621,-0.0331141,13.9855
176,-0.786148,-9.18149,3.12578,2.07683,0.14116,-0.063519,14.1055
177,-0.910589,-9.17712,3.10966,2.07251,-0.477596,-0.1006,14.2355
178,-1.05588,-9.16773,3.07864,2.09268,-0.479384,-0.15705,14.3755
179,-1.20138,-9.15053,3.02902,2.09824,0.611741,-0.213637,14.5055
180,-1.32538,-9.12699,2.96621,2.1117,0.170609,-0.273276,14.6255
181,-1.44789,-9.09223,2.8822,2.13288,0.291379,-0.32175,14.7355
182,-1.5668,-9.04381,2.77513,2.14884,0.0693811,-0.332929,14.8555
183,-1.67915,-8.98052,2.65171,2.14997,-0.931802,-0.319938,14.9755
184,-1.78192,-8.90399,2.52483,2.1131,-0.451364,-0.305224,15.0955
185,-1.87328,-8.81747,2.40824,2.08568,-0.294777,-0.310351,15.2155
186,-1.97775,-8.68836,2.25943,2.07017,-0.250878,-0.286079,15.3555
187,-2.0615,-8.54627,2.11469,2.05378,-0.205381,-0.257602,15.4955
188,-2.11136,-8.43378,2.01568,2.04874,-0.0891611,-0.225951,15.6055
189,-2.15086,-8.31772,1.92582,2.03993,0.479728,-0.193006,15.7155
190,-2.18111,-8.19905,1.84574,2.03735,-0.544849,-0.173593,15.8255
191,-2.20384,-8.07872,1.77896,2.04494,0.425923,-0.139037,15.9455
192,-2.21995,-7.95753,1.72179,2.03037,-0.622657,-0.127656,16.0555
193,-2.23063,-7.83609,1.67459,2.03335,0.395397,-0.100975,16.1655
194,-2.23676,-7.71477,1.63418,2.01656,-0.580287,-0.0953242,16.2755
195,-2.23839,-7.59362,1.59711,2.02259,0.469197,-0.0641657,16.3855
196,-2.23686,-7.47266,1.56803,2.00985,-0.516901,-0.0598859,16.4855
197,-2.23252,-7.35187,1.54422,2.01928,0.493532,-0.0383341,16.5955
198,-2.22646,-7.23114,1.52681,2.01028,-0.473223,-0.0429564,16.7055
199,-2.21529,-7.07019,1.50443,2.01247,-0.503276,-0.0184266,16.8555
200,-2.20544,-6.94953,1.4935,2.02267,0.44014,-0.0113521,16.9955
201,-2.19505,-6.82898,1.48728,2.01062,-0.509128,-0.000724299,17.1355
202,-2.18779,-6.74871,1.48348,2.00955,-0.497379,0.00033636,17.2355
203,-2.18024,-6.6685,1.4797,2.00898,-0.460676,0.000751591,17.3355
204,-2.17276,-6.58827,1.47885,2.01037,-0.474969,-0.000549468,17.4355
0,-2.16185,-6.46778,1.4804,2.022,0.512418,-0.00182102,17.5655
1,-2.15122,-6.34721,1.48229,2.01258,-0.498247,-0.00103137,17.6855
2,-2.14082,-6.22659,1.48416,2.02282,0.501173,-0.0015333,17.7955
3,-2.13047,-6.10597,1.4846,2.01281,-0.501781,-0.00103566,17.9155
4,-2.12007,-5.98535,1.48458,2.02278,0.498924,-0.00231153,18.0255
5,-2.10968,-5.86473,1.48462,2.01264,-0.505771,-0.001052,18.1455
6,-2.09928,-5.74413,1.48458,2.02208,0.447096,-0.00239979,18.2655
7,-2.0889,-5.62362,1.48462,2.00948,-0.514047,-0.00127461,18.3955
8,-2.07852,-5.50323,1.48458,2.01872,0.49372,-0.00246004,18.5155
9,-2.06797,-5.38288,1.48315,2.00835,-0.501396,-0.000124405,18.6455
10,-2.05714,-5.26256,1.48122,2.01806,0.508883,-0.00365485,18.7655
11,-2.04589,-5.14232,1.47876,2.00803,-0.508275,-0.000915729,18.8955
12,-2.03089,-4.982,1.47734,2.00726,-0.51943,-0.00151368,19.0455
13,-2.02345,-4.90187,1.47835,2.00655,0.463418,0.00207598,19.1455
14,-2.01041,-4.76291,1.4775,1.98917,-0.384825,0.00251944,19.2755
15,-1.99562,-4.60445,1.47749,1.99285,-0.395069,0.00188293,19.4355
16,-1.97898,-4.42546,1.47826,1.99723,-0.406473,0.0017181,19.5955
17,-1.97149,-4.34564,1.47722,2.00103,-0.341123,-0.00238988,19.6955
18,-1.95848,-4.20549,1.478,2.01564,-0.323654,-0.00046909,19.8355
19,-1.94348,-4.04475,1.47799,2.01995,-0.309094,0.00192159,19.9955
20,-1.92862,-3.88271,1.48042,2.02891,-0.86043,-0.000221602,20.1455
21,-1.91621,-3.74276,1.48213,1.9963,-0.250407,-0.00145229,20.2955
22,-1.90233,-3.58354,1.48287,2.0037,-0.247245,-0.000684869,20.4455
23,-1.88974,-3.44344,1.48251,2.00732,0.584021,-7.29524e-05,20.5855
24,-1.88059,-3.34372,1.4801,2.00864,-0.397692,0.000170476,20.6955
25,-1.864,-3.16416,1.47886,2.01227,0.612695,0.00111967,20.8455
26,-1.85651,-3.08413,1.47795,2.01655,0.264184,-0.000627443,20.9455
27,-1.84376,-2.94353,1.47971,2.00554,-0.749764,0.019156,21.0955
28,-1.82886,-2.78455,1.4789,1.98929,-0.380556,0.0502066,21.2455
29,-1.81779,-2.6254,1.50133,2.00174,-0.321847,0.0545308,21.4055
30,-1.81251,-2.48477,1.52765,2.01866,-0.322511,0.0327745,21.5555
31,-1.80987,-2.32298,1.55123,2.01627,-0.633258,0.0133006,21.7055
32,-1.80947,-2.20218,1.56223,2.01343,0.543618,-0.0120648,21.8455
33,-1.80928,-2.0816,1.56659,2.00596,-0.45831,-0.0349223,21.9655
34,-1.80843,-1.98103,1.56308,2.01311,0.545809,-0.0274718,22.0655
35,-1.80535,-1.83966,1.55056,2.02118,-0.455633,-0.0568946,22.2055
36,-1.80093,-1.71827,1.53738,2.0168,-0.439057,-0.0695927,22.3255
37,-1.79373,-1.59769,1.51599,2.01813,0.557121,-0.090794,22.4455
38,-1.78275,-1.4773,1.48812,2.01154,-0.445247,-0.093854,22.5655
39,-1.76801,-1.35712,1.45739,2.02487,0.569835,-0.114935,22.6855
40,-1.74878,-1.23736,1.42169,2.0187,-0.703342,-0.128472,22.8055
41,-1.7245,-1.11877,1.38055,2.01654,0.564706,-0.148029,22.9255
42,-1.69404,-1.00188,1.33076,2.0104,-0.43832,-0.149317,23.0455
43,-1.65747,-0.88653,1.2799,2.02264,0.481809,-0.163497,23.1555
44,-1.61504,-0.773198,1.22854,2.01166,-0.514606,-0.169214,23.2755
45,-1.54822,-0.626835,1.15098,2.0005,-0.513274,-0.186792,23.4255
46,-1.51074,-0.555755,1.11315,2.00999,-0.534881,-0.219426,23.5355
47,-1.47022,-0.486345,1.07218,2.00883,0.479094,-0.23698,23.6355
48,-1.3668,-0.338274,0.964083,2.00835,-0.172928,-0.252756,23.7855
49,-1.31465,-0.276575,0.90887,2.02142,0.244353,-0.230014,23.8955
50,-1.16844,-0.135038,0.766743,2.03085,-0.752783,-0.220867,24.0555
51,-1.10476,-0.0846256,0.709298,2.02073,-0.702438,-0.203084,24.1555
52,-0.954321,0.0157969,0.594723,2.00263,-0.361601,-0.181034,24.3155
53,-0.884,0.055097,0.545965,2.01815,-0.491883,-0.141393,24.4155
54,-0.719894,0.132587,0.44958,2.0107,0.517436,-0.123691,24.5755
55,-0.626872,0.170836,0.41116,2.01656,-0.484784,-0.0948303,24.6855
56,-0.475542,0.226262,0.358184,2.01732,0.456506,-0.112784,24.8255
57,-0.379636,0.257399,0.328173,2.02019,-0.542034,-0.117797,24.9355
58,-0.224403,0.300318,0.275541,2.01678,0.461102,-0.104753,25.0855
59,-0.0871046,0.33102,0.229395,2.00906,0.46712,-0.106726,25.2355
60,0.0315365,0.352238,0.189873,2.00703,-0.532629,-0.0884527,25.3555
61,0.190577,0.373422,0.13959,2.00441,-0.515631,-0.0970354,0.0473868
62,0.350433,0.38727,0.0917597,2.00328,-0.481802,-0.0943068,0.187387
63,0.470843,0.392553,0.0560169,2.01439,0.514732,-0.0967823,0.307387
64,0.591415,0.394425,0.0259656,2.00526,-0.489632,-0.0852206,0.417387
65,0.712023,0.392144,-0.00811941,2.01589,0.50943,-0.104142,0.527387
66,0.83252,0.385839,-0.0414351,2.00638,-0.495097,-0.0946375,0.647387
67,0.932713,0.377387,-0.0701326,2.01168,0.50693,-0.109714,0.757387
68,1.03254,0.366096,-0.0989612,2.00697,0.505186,-0.134845,0.867387
69,1.15133,0.347951,-0.139466,2.00294,-0.211478,-0.136696,0.987387
70,1.26982,0.323983,-0.185559,2.02057,0.320276,-0.16927,1.09739
71,1.38667,0.293667,-0.2384,2.01177,-0.0833702,-0.183288,1.20739
72,1.50231,0.256152,-0.296198,2.03023,-0.185344,-0.187488,1.31739
73,1.67254,0.184032,-0.398509,2.07347,-0.994988,-0.222276,1.46739
74,1.76418,0.135872,-0.458058,2.0618,-0.140318,-0.261776,1.57739
75,1.90185,0.0480159,-0.5622,2.03204,-0.508434,-0.28342,1.71739
76,1.99659,-0.0291013,-0.656888,2.04156,0.493451,-0.299233,1.82739
77,2.10929,-0.146535,-0.793289,2.04058,0.469917,-0.295492,1.96739
78,2.20525,-0.277834,-0.926901,2.03831,0.480529,-0.279801,2.09739
79,2.28247,-0.420799,-1.061,2.03682,0.484107,-0.243035,2.23739
80,2.32803,-0.5338,-1.15792,2.026,-0.55752,-0.21952,2.34739
81,2.36385,-0.65013,-1.24402,2.03146,0.37431,-0.20522,2.46739
82,2.39117,-0.768353,-1.31947,2.01393,-0.625929,-0.185305,2.57739
83,2.40973,-0.887804,-1.39312,2.01649,0.379401,-0.161918,2.68739
84,2.42078,-1.0079,-1.45731,2.00913,-0.619764,-0.138835,2.80739
85,2.42502,-1.12845,-1.51508,2.01213,0.386962,-0.111006,2.92739
86,2.42424,-1.24866,-1.56032,1.99537,-0.62122,-0.102599,3.03739
87,2.41651,-1.40818,-1.61159,1.99177,0.0569506,-0.0763945,3.16739
88,2.40285,-1.56782,-1.6502,2.01073,0.785124,-0.0867466,3.30739
89,2.38873,-1.68783,-1.67837,2.01727,0.179724,-0.0943036,3.41739
90,2.36476,-1.84659,-1.71611,2.0076,-0.385403,-0.0801391,3.55739
91,2.3428,-1.96533,-1.74429,2.02423,0.596628,-0.0907959,3.67739
92,2.3174,-2.08397,-1.77263,2.01992,-0.672115,-0.0864949,3.78739
93,2.28877,-2.20135,-1.80109,2.0121,-0.442477,-0.0890009,3.90739
94,2.25686,-2.3177,-1.82936,2.01603,0.539226,-0.0871644,4.01739
95,2.22163,-2.43321,-1.85763,2.00874,-0.447394,-0.0800413,4.13739
96,2.18312,-2.54776,-1.88591,2.02006,0.493942,-0.0837433,4.24739
97,2.14138,-2.66122,-1.91423,2.01015,-0.481488,-0.072823,4.35739
98,2.09644,-2.77345,-1.94254,2.02004,0.485801,-0.0800611,4.46739
99,2.04834,-2.88438,-1.97088,2.01046,-0.476038,-0.0817643,4.57739
100,1.9971,-2.99392,-1.99919,2.0207,0.537069,-0.0964909,4.69739
101,1.92369,-3.13743,-2.04005,2.01291,0.501501,-0.102734,4.84739
102,1.88471,-3.20788,-2.06113,2.01303,-0.48817,-0.0980904,4.95739
103,1.80222,-3.34577,-2.10564,2.01427,0.500178,-0.0886223,5.11739
104,1.73612,-3.44659,-2.13972,2.00438,-0.496363,-0.0834214,5.24739
105,1.66693,-3.54532,-2.17186,2.01449,0.501903,-0.0858683,5.35739
106,1.59445,-3.64167,-2.20448,2.00471,-0.493167,-0.0667645,5.45739
107,1.51939,-3.73605,-2.23302,2.01495,0.499351,-0.0657489,5.56739
108,1.44171,-3.8283,-2.2613,2.00508,-0.450795,-0.0446862,5.68739
109,1.36201,-3.91888,-2.2835,2.01726,0.564583,-0.0341323,5.79739
110,1.28089,-4.00845,-2.30072,2.01118,-0.423483,-0.00420273,5.91739
111,1.19891,-4.0976,-2.30975,2.02613,0.374119,0.00407344,6.03739
112,1.11673,-4.18678,-2.31284,2.01385,-0.491261,0.0286894,6.15739
113,1.03543,-4.27648,-2.30787,2.02274,0.578715,0.0291169,6.26739
114,0.954548,-4.3669,-2.30225,2.02905,-0.31589,0.0501099,6.38739
115,0.874363,-4.45923,-2.28857,2.04501,0.401248,0.0562972,6.49739
116,0.795952,-4.55307,-2.27153,2.03157,-0.229107,0.0696473,6.61739
117,0.719165,-4.64834,-2.25413,2.05153,0.515664,0.0910104,6.74739
118,0.644676,-4.74632,-2.22748,2.04809,-0.460056,0.0912178,6.88739
119,0.57343,-4.84677,-2.19568,2.05042,0.165196,0.10689,7.01739
120,0.506686,-4.9492,-2.15793,2.0349,-0.609818,0.114904,7.14739
121,0.444361,-5.0542,-2.11799,2.03664,0.516293,0.129866,7.27739
122,0.386441,-5.16147,-2.0777,2.02761,1.00199,0.141662,7.39739
123,0.333668,-5.27248,-2.02864,2.06809,0.152852,0.144755,7.50739
124,0.286006,-5.38665,-1.97997,2.04724,-0.704148,0.163878,7.63739
125,0.244847,-5.50215,-1.92687,2.04222,0.655091,0.179152,7.75739
126,0.211277,-5.62013,-1.86512,2.04478,-0.204161,0.184824,7.88739
127,0.185447,-5.73952,-1.80184,2.02816,-0.297785,0.207352,8.00739
128,0.167514,-5.86052,-1.73639,2.04942,0.608259,0.233592,8.12739
129,0.159341,-5.98312,-1.65811,2.04689,0.346543,0.246874,8.25739
130,0.162111,-6.10528,-1.57213,2.02762,-0.551983,0.242829,8.37739
131,0.17545,-6.22626,-1.48639,2.03214,-0.293254,0.279823,8.49739
132,0.195025,-6.32608,-1.41068,2.03024,0.0140565,0.303863,8.60739
133,0.229802,-6.4436,-1.31182,2.06158,-0.369088,0.308363,8.74739
134,0.287192,-6.57667,-1.18458,2.0765,-0.734823,0.28746,8.89739
135,0.349843,-6.68364,-1.07173,2.06221,0.245888,0.265639,9.02739
136,0.422204,-6.783,-0.969856,2.03688,-0.536037,0.236162,9.14739
137,0.503243,-6.87451,-0.874736,2.0411,0.525286,0.164388,9.26739
138,0.591166,-6.95994,-0.796876,2.07164,0.598177,0.113593,9.37739
139,0.685191,-7.04241,-0.739689,2.08964,-0.130246,0.0674642,9.50739
140,0.814867,-7.14811,-0.690995,2.0887,-0.149193,0.0130564,9.67739
141,0.913217,-7.22561,-0.674133,2.08471,0.00469868,-0.0434435,9.80739
142,1.01105,-7.30343,-0.675011,2.08286,0.0178596,-0.104362,9.92739
143,1.10691,-7.3837,-0.695244,2.08532,0.133331,-0.163163,10.0574
144,1.19896,-7.4687,-0.738298,2.09238,0.164216,-0.213919,10.1774
145,1.28511,-7.56038,-0.803268,2.10267,0.123218,-0.250743,10.2974
146,1.36258,-7.65905,-0.887104,2.1023,0.732838,-0.276339,10.4174
147,1.43057,-7.76537,-0.980944,2.10565,-0.335291,-0.300596,10.5374
148,1.50329,-7.91837,-1.12242,2.12932,-0.358731,-0.3107,10.6874
149,1.55279,-8.08252,-1.27289,2.16045,-1.40079,-0.356221,10.8474
150,1.56818,-8.16702,-1.34989,2.12492,0.565632,-0.352113,10.9574
151,1.57635,-8.29396,-1.48206,2.11881,-0.457677,-0.384279,11.0774
152,1.56662,-8.42102,-1.61869,2.13181,0.507191,-0.394847,11.2074
153,1.53866,-8.54552,-1.76189,2.12451,-0.397499,-0.420479,11.3474
154,1.50983,-8.62567,-1.86061,2.12717,-0.611792,-0.437706,11.4474
155,1.45158,-8.739,-2.01405,2.12686,0.355989,-0.413969,11.5874
156,1.37685,-8.84162,-2.16785,2.10833,-0.779411,-0.406053,11.7174
157,1.288,-8.93123,-2.31837,2.10228,0.300067,-0.374345,11.8474
158,1.18778,-9.00668,-2.46232,2.08195,-0.826582,-0.356898,11.9874
159,1.11586,-9.04862,-2.55643,2.0714,-0.765503,-0.323369,12.1074
160,1.04091,-9.08379,-2.6458,2.05992,-0.631473,-0.29137,12.2274
161,0.924835,-9.12566,-2.76308,2.0562,0.234727,-0.22641,12.3574
162,0.805988,-9.15602,-2.86164,2.03618,-0.242137,-0.193018,12.4774
163,0.685466,-9.17668,-2.94485,2.04064,0.582838,-0.15762,12.5974
164,0.604515,-9.186,-2.99216,2.04389,0.163309,-0.134458,12.6974
165,0.482538,-9.19515,-3.04787,2.03323,-0.680003,-0.0956786,12.8374
166,0.36091,-9.19923,-3.09202,2.0259,0.475895,-0.0724987,12.9674
167,0.217939,-9.2002,-3.12676,2.05619,0.216417,-0.0481623,13.1074
168,0.0940809,-9.19794,3.13217,2.07181,0.426482,-0.000572075,13.2274
169,-0.00983132,-9.19519,3.1217,2.08825,0.36497,0.0137862,13.3374
170,-0.135803,-9.19188,3.11811,2.10828,-0.187321,0.0230765,13.4674
171,-0.26256,-9.18961,3.12318,2.12092,0.376908,0.0209618,13.5874
172,-0.389421,-9.18817,3.12905,2.10636,-0.613542,0.0126344,13.7174
173,-0.515774,-9.1875,3.13498,2.10256,-0.183027,-0.00761106,13.8374
174,-0.641328,-9.18737,3.1387,2.08294,0.227,-0.0322461,13.9674
175,-0.765819,-9.18631,3.13354,2.07171,-0.596365,-0.0692113,14.0874
176,-0.890106,-9.1829,3.11669,2.07415,0.318119,-0.0996366,14.2074
177,-1.01417,-9.17558,3.08872,2.07289,0.091449,-0.143107,14.3274
178,-1.13816,-9.16257,3.04568,2.08466,0.42626,-0.18705,14.4474
179,-1.26201,-9.14224,2.99112,2.10063,0.222956,-0.239723,14.5674
180,-1.38509,-9.1124,2.91905,2.12154,0.344267,-0.291934,14.6774
181,-1.5057,-9.07029,2.82431,2.13849,0.229124,-0.322641,14.7874
182,-1.6213,-9.01389,2.70894,2.14974,-0.0861671,-0.335572,14.9174
183,-1.72877,-8.94317,2.58302,2.12864,-0.983362,-0.313058,15.0374
184,-1.82566,-8.86094,2.46172,2.10364,-0.144496,-0.304782,15.1574
185,-1.91122,-8.76941,2.34794,2.07963,-0.114482,-0.297178,15.2674
186,-2.00743,-8.63459,2.19969,2.06541,-0.159603,-0.267766,15.4074
187,-2.06617,-8.52592,2.09545,2.05428,-0.15724,-0.244577,15.5174
188,-2.11439,-8.4128,2.00149,2.04577,-0.127632,-0.219344,15.6274
189,-2.15279,-8.29647,1.91501,2.03911,0.632682,-0.188662,15.7374
190,-2.18254,-8.17763,1.84008,2.04219,-0.443041,-0.172675,15.8474
191,-2.20507,-8.05719,1.77538,2.01575,0.595482,-0.138216,15.9574
192,-2.22058,-7.93741,1.71853,2.01106,-0.443683,-0.128107,16.0674
193,-2.23062,-7.81676,1.6704,2.0245,0.54514,-0.0983529,16.1774
194,-2.2358,-7.69564,1.62813,2.01671,-0.504099,-0.0881809,16.2874
195,-2.23666,-7.57432,1.59102,2.02697,0.475603,-0.0573907,16.3974
196,-2.23453,-7.45307,1.56343,2.01526,-0.57199,-0.0633537,16.5074
197,-2.23005,-7.33205,1.54176,2.02191,0.459582,-0.0369615,16.6074
198,-2.22372,-7.21123,1.52442,2.01097,-0.503135,-0.0394492,16.7174
199,-2.21566,-7.09059,1.50987,2.01942,0.471204,-0.0199726,16.8374
200,-2.20661,-6.97008,1.50019,2.00899,-0.490251,-0.00981689,16.9674
201,-2.19712,-6.84964,1.49434,2.01829,0.480773,-0.00825198,17.1074
202,-2.19044,-6.76938,1.49056,2.01813,0.481757,-0.006415,17.2074
203,-2.18346,-6.68915,1.48678,2.01801,0.48275,-0.0050255,17.3174
204,-2.17633,-6.60895,1.4845,2.01793,0.484239,0.000656263,17.4174
