5.94471550,-2.41638875
5.95362616,-2.41197753
5.96252871,-2.40755486
5.97142410,-2.40312076
5.98031235,-2.39867520
5.98919296,-2.39421844
5.99806643,-2.38975048
6.00693274,-2.38527131
6.01579189,-2.38078141
6.02464437,-2.37628031
6.03348970,-2.37176824
6.04232836,-2.36724567
6.05116034,-2.36271214
6.05998564,-2.35816813
6.06880426,-2.35361338
6.07761669,-2.34904838
6.08642244,-2.34447289
6.09522247,-2.33988690
6.10401583,-2.33529091
6.11280298,-2.33068466
6.12158442,-2.32606816
6.13035965,-2.32144189
6.13912916,-2.31680560
6.14789295,-2.31215930
6.15665102,-2.30750346
6.16540337,-2.30283785
6.17415047,-2.29816270
6.18289185,-2.29347777
6.19162798,-2.28878355
6.20035887,-2.28408003
6.20908451,-2.27936697
6.21780491,-2.27464485
6.22652054,-2.26991367
6.23523092,-2.26517320
6.24393702,-2.26042390
6.25263786,-2.25566554
6.26133442,-2.25089860
6.27002621,-2.24612260
6.27871370,-2.24133825
6.28739643,-2.23654509
6.29607487,-2.23174334
6.30474901,-2.22693324
6.31341934,-2.22211504
6.32208538,-2.21728826
6.33074760,-2.21245337
6.33940554,-2.20761037
6.34806013,-2.20275927
6.35671091,-2.19790006
6.36535788,-2.19303322
6.37400103,-2.18815851
6.38264132,-2.18327594
6.39127779,-2.17838597
6.39991093,-2.17348814
6.40854073,-2.16858292
6.41716766,-2.16367030
6.42579174,-2.15875030
6.43441248,-2.15382314
6.44303036,-2.14888883
6.45164585,-2.14394736
6.46025801,-2.13899875
6.46886778,-2.13404322
6.47747517,-2.12908101
6.48608017,-2.12411189
6.49468231,-2.11913610
6.50328255,-2.11415362
6.51188087,-2.10916448
6.52047634,-2.10416913
6.52907038,-2.09916711
6.53766203,-2.09415913
6.54625225,-2.08914471
6.55484056,-2.08412409
6.56342697,-2.07909727
6.57201195,-2.07406473
6.58059549,-2.06902599
6.58917713,-2.06398153
6.59775782,-2.05893135
6.60633707,-2.05387545
6.61491537,-2.04881406
6.62349272,-2.04374695
6.63206863,-2.03867459
6.64064360,-2.03359675
6.64921808,-2.02851343
6.65779161,-2.02342510
6.66636467,-2.01833153
6.67493677,-2.01323318
6.68350840,-2.00812960
6.69208002,-2.00302100
6.70065069,-1.99790788
6.70922184,-1.99278986
6.71779251,-1.98766708
6.72636271,-1.98253989
6.73493338,-1.97740805
6.74350405,-1.97227192
6.75207472,-1.96713138
6.76064587,-1.96198654
6.76921749,-1.95683753
6.77778912,-1.95168436
6.78636169,-1.94652724
6.79493475,-1.94136608
6.80350828,-1.93620110
6.81208277,-1.93103230
6.82065821,-1.92585969
6.82923412,-1.92068350
6.83781147,-1.91550386
6.84639025,-1.91032052
6.85496950,-1.90513396
6.86355066,-1.89994395
6.87213278,-1.89475071
6.88071632,-1.88955438
6.88930178,-1.88435483
6.89788866,-1.87915242
6.90647745,-1.87394691
6.91506767,-1.86873865
6.92365980,-1.86352754
6.93225431,-1.85831380
6.94085026,-1.85309744
6.94944859,-1.84787846
6.95804930,-1.84265709
6.96665239,-1.83743334
6.97525787,-1.83220720
6.98386526,-1.82697892
6.99247599,-1.82174838
7.00108862,-1.81651580
7.00970459,-1.81128132
7.01832294,-1.80604482
7.02694464,-1.80080652
7.03556919,-1.79556656
7.04419661,-1.79032481
7.05282736,-1.78508151
7.06146097,-1.77983665
7.07009840,-1.77459037
7.07873917,-1.76934266
7.08738327,-1.76409376
7.09603071,-1.75884354
7.10468197,-1.75359225
7.11333752,-1.74834001
7.12199640,-1.74308670
7.13065910,-1.73783255
7.13932610,-1.73257744
7.14799690,-1.72732174
7.15667200,-1.72206533
7.16535187,-1.71680832
7.17403555,-1.71155083
7.18272352,-1.70629299
7.19141626,-1.70103478
7.20011377,-1.69577622
7.20881557,-1.69051754
7.21752262,-1.68525875
7.22623396,-1.67999995
7.23495054,-1.67474115
7.24367237,-1.66948247
7.25239897,-1.66422403
7.26113081,-1.65896595
7.26986790,-1.65370810
7.27861071,-1.64845073
7.28735876,-1.64319396
7.29611206,-1.63793778
7.30487156,-1.63268220
7.31363630,-1.62742746
7.32240677,-1.62217343
7.33118296,-1.61691999
7.33996391,-1.61166680
7.34874964,-1.60641336
7.35753918,-1.60115945
7.36633253,-1.59590471
7.37512922,-1.59064877
7.38392878,-1.58539128
7.39273024,-1.58013177
7.40153360,-1.57487011
7.41033888,-1.56960571
7.41914463,-1.56433833
7.42795134,-1.55906761
7.43675756,-1.55379331
7.44556379,-1.54851484
7.45436907,-1.54323196
7.46317339,-1.53794444
7.47197580,-1.53265166
7.48077631,-1.52735353
7.48957396,-1.52204955
7.49836874,-1.51673937
7.50715971,-1.51142263
7.51594734,-1.50609910
7.52473021,-1.50076830
7.53350830,-1.49542987
7.54228115,-1.49008358
7.55104828,-1.48472881
7.55980921,-1.47936559
7.56856394,-1.47399318
7.57731104,-1.46861148
7.58605099,-1.46322012
7.59478331,-1.45781863
7.60350657,-1.45240676
7.61222124,-1.44698405
7.62092686,-1.44155025
7.62962294,-1.43610489
7.63830853,-1.43064773
7.64698315,-1.42517841
7.65564728,-1.41969645
7.66429996,-1.41420174
7.67294025,-1.40869355
7.68156815,-1.40317190
7.69018364,-1.39763629
7.69878578,-1.39208627
7.70737410,-1.38652158
7.71594810,-1.38094187
7.72450733,-1.37534678
7.73305178,-1.36973596
7.74158096,-1.36410904
7.75009394,-1.35846567
7.75859022,-1.35280550
7.76707029,-1.34712815
7.77553272,-1.34143329
7.78397703,-1.33572054
7.79240370,-1.32998967
7.80081177,-1.32424009
7.80920029,-1.31847167
7.81756973,-1.31268394
7.82591867,-1.30687654
7.83424759,-1.30104911
7.84255600,-1.29520142
7.85084248,-1.28933299
7.85910749,-1.28344357
7.86735010,-1.27753270
7.87557030,-1.27160001
7.88376760,-1.26564515
