x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
6.63554577,18.95000079,1.69880247,1.69880247,3.39760493,6.06464122,17.35000148,7.20645033,20.55000011
6.62504173,18.95000051,1.69871218,1.69871218,3.39742436,6.05440441,17.35000173,7.19567906,20.54999930
6.61454264,18.94999885,1.69861941,1.69861941,3.39723883,6.04418291,17.34999957,7.18490236,20.54999813
6.60698592,18.95824547,1.70727655,1.70727655,3.41455311,6.03397196,17.35000163,7.17999988,20.56648930
6.60188689,18.97338882,1.72325322,1.72325322,3.44650644,6.02377397,17.35000128,7.17999982,20.59677636
6.59196867,18.97499922,1.72486332,1.72486332,3.44972663,6.01358244,17.34999989,7.17035491,20.59999855
6.58148311,18.97499926,1.72475822,1.72475822,3.44951644,6.00341005,17.35000004,7.15955616,20.59999848
6.57100032,18.97499970,1.72465213,1.72465213,3.44930427,5.99324262,17.35000092,7.14875802,20.59999847
6.56052120,18.97499957,1.72454354,1.72454354,3.44908708,5.98308633,17.35000129,7.13795608,20.59999784
6.55357608,18.98493798,1.71388676,1.71388676,3.42777353,5.98000058,17.36987792,7.12715158,20.59999803
6.54817294,18.99921747,1.69862194,1.69862194,3.39724389,5.98000097,17.39843731,7.11634491,20.59999763
6.53797970,19.00000025,1.69767827,1.69767827,3.39535655,5.97042471,17.40000249,7.10553470,20.59999802
6.52751241,19.00000005,1.69756468,1.69756468,3.39512936,5.96030144,17.40000081,7.09472337,20.59999929
6.51704940,18.99999997,1.69744504,1.69744504,3.39489009,5.95019104,17.40000269,7.08390776,20.59999724
6.50659118,19.00000067,1.69732670,1.69732670,3.39465339,5.94008953,17.40000261,7.07309284,20.59999873
6.49613666,19.00000187,1.69720340,1.69720340,3.39440679,5.93000002,17.40000541,7.06227330,20.59999833
6.49072667,19.01425552,1.68196040,1.68196040,3.36392081,5.93000019,17.42851386,7.05145315,20.59999718
6.48531623,19.02851692,1.66671264,1.66671264,3.33342528,5.93000060,17.45703495,7.04063187,20.59999888
6.50500026,19.11384751,1.57666989,1.57666989,3.15333978,5.98000094,17.62715197,7.02999959,20.60054306
6.50500033,19.14350513,1.57763312,1.57763312,3.15526624,5.98000072,17.65578819,7.02999994,20.63122206
6.52789286,19.23810944,1.49710697,1.49710697,2.99421394,6.03000016,17.82621988,7.02578556,20.64999901
6.52247303,19.25249691,1.48173589,1.48173589,2.96347177,6.03000044,17.85499486,7.01494563,20.64999896
6.54205232,19.33788623,1.39109128,1.39109128,2.78218256,6.08000095,18.02577210,7.00410369,20.65000035
6.53662999,19.35234017,1.37565674,1.37565674,2.75131348,6.08000049,18.05468037,6.99325950,20.64999997
6.53120705,19.36680558,1.36020995,1.36020995,2.72041990,6.08000064,18.08361274,6.98241346,20.64999843
6.52578346,19.38128080,1.34475709,1.34475709,2.68951419,6.08000055,18.11256127,6.97156638,20.65000032
6.52035914,19.39577071,1.32928835,1.32928835,2.65857670,6.08000071,18.14154108,6.96071757,20.65000034
6.51493408,19.41027064,1.31380857,1.31380857,2.62761714,6.08000056,18.17054253,6.94986761,20.64999875
6.50950836,19.42478447,1.29831658,1.29831658,2.59663316,6.08000056,18.19957061,6.93901615,20.64999832
