q_v,q_dist,q_du,q_steer,q_lat_g,q_collision,q_progress,q_escape_vel,status,lap_time,max_distance
1.7,0.0,0.8,3.0,300.0,200.0,16.0,5.0,Crashed,999.0,9.384128728402066
1.7,0.0,0.8,3.0,300.0,200.0,16.0,6.5,Finished,23.999078512191772,0.0
1.7,0.0,0.8,3.0,300.0,200.0,16.0,8.0,Finished,25.999141693115234,0.0
1.7,0.0,0.8,3.0,300.0,150.0,10.0,5.0,Finished,29.999379634857178,0.0
1.7,0.0,0.8,3.0,300.0,150.0,10.0,6.5,Finished,24.999197483062744,0.0
1.7,0.0,0.8,3.0,300.0,150.0,10.0,8.0,Finished,23.999298095703125,0.0
1.7,0.0,0.8,3.0,300.0,150.0,13.0,5.0,Finished,23.9991934299469,0.0
1.7,0.0,0.8,3.0,300.0,150.0,13.0,6.5,Finished,23.99933648109436,0.0
1.7,0.0,0.8,3.0,300.0,150.0,13.0,8.0,Finished,24.999253749847412,0.0
1.7,0.0,0.8,3.0,300.0,150.0,16.0,5.0,Finished,24.99899959564209,0.0
1.7,0.0,0.8,3.0,300.0,150.0,16.0,6.5,Finished,23.999250888824463,0.0
1.7,0.0,0.8,3.0,300.0,150.0,16.0,8.0,Finished,25.999348402023315,0.0
1.7,0.0,0.8,5.0,200.0,200.0,10.0,5.0,Finished,23.999356508255005,0.0
1.7,0.0,0.8,5.0,200.0,200.0,10.0,6.5,Finished,23.99928617477417,0.0
1.7,0.0,0.8,5.0,200.0,200.0,10.0,8.0,Finished,25.999351263046265,0.0
1.7,0.0,0.8,5.0,200.0,200.0,13.0,5.0,Finished,28.99932026863098,0.0
1.7,0.0,0.8,5.0,200.0,200.0,13.0,6.5,Finished,24.999138355255127,0.0
1.7,0.0,0.8,5.0,200.0,200.0,13.0,8.0,Finished,30.999255180358887,0.0
1.7,0.0,0.8,5.0,200.0,200.0,16.0,5.0,Finished,30.999369382858276,0.0
1.7,0.0,0.8,5.0,200.0,200.0,16.0,6.5,Crashed,999.0,8.88680029506403
1.7,0.0,0.8,5.0,200.0,200.0,16.0,8.0,Finished,31.998967170715332,0.0
1.7,0.0,0.8,5.0,200.0,150.0,10.0,5.0,Finished,23.999408721923828,0.0
1.7,0.0,0.8,5.0,200.0,150.0,10.0,6.5,Finished,23.998985767364502,0.0
1.7,0.0,0.8,5.0,200.0,150.0,10.0,8.0,Crashed,999.0,10.002501155423182
1.7,0.0,0.8,5.0,200.0,150.0,13.0,5.0,Finished,29.99920129776001,0.0
1.7,0.0,0.8,5.0,200.0,150.0,13.0,6.5,Finished,23.999305248260498,0.0
1.7,0.0,0.8,5.0,200.0,150.0,13.0,8.0,Finished,24.9994215965271,0.0
1.7,0.0,0.8,5.0,200.0,150.0,16.0,5.0,Finished,23.999311685562134,0.0
1.7,0.0,0.8,5.0,200.0,150.0,16.0,6.5,Crashed,999.0,9.036039833759673
1.7,0.0,0.8,5.0,200.0,150.0,16.0,8.0,Finished,24.99876379966736,0.0
1.7,0.0,0.8,5.0,250.0,200.0,10.0,5.0,Finished,23.999281406402588,0.0
1.7,0.0,0.8,5.0,250.0,200.0,10.0,6.5,Finished,29.999290943145752,0.0
1.7,0.0,0.8,5.0,250.0,200.0,10.0,8.0,Finished,23.99932098388672,0.0
1.7,0.0,0.8,5.0,250.0,200.0,13.0,5.0,Finished,23.999423503875732,0.0
1.7,0.0,0.8,5.0,250.0,200.0,13.0,6.5,Finished,24.999326467514038,0.0
1.7,0.0,0.8,5.0,250.0,200.0,13.0,8.0,Finished,29.999451875686646,0.0
1.7,0.0,0.8,5.0,250.0,200.0,16.0,5.0,Finished,23.999041080474854,0.0
1.7,0.0,0.8,5.0,250.0,200.0,16.0,6.5,Finished,23.99936079978943,0.0
1.7,0.0,0.8,5.0,250.0,200.0,16.0,8.0,Finished,30.999136209487915,0.0
1.7,0.0,0.8,5.0,250.0,150.0,10.0,5.0,Finished,29.999337434768677,0.0
1.7,0.0,0.8,5.0,250.0,150.0,10.0,6.5,Finished,29.999465703964233,0.0
1.7,0.0,0.8,5.0,250.0,150.0,10.0,8.0,Finished,24.998958826065063,0.0
1.7,0.0,0.8,5.0,250.0,150.0,13.0,5.0,Finished,28.99941349029541,0.0
1.7,0.0,0.8,5.0,250.0,150.0,13.0,6.5,Finished,25.99904227256775,0.0
1.7,0.0,0.8,5.0,250.0,150.0,13.0,8.0,Finished,24.99923038482666,0.0
1.7,0.0,0.8,5.0,250.0,150.0,16.0,5.0,Finished,23.999202728271484,0.0
1.7,0.0,0.8,5.0,250.0,150.0,16.0,6.5,Finished,34.99922752380371,0.0
1.7,0.0,0.8,5.0,250.0,150.0,16.0,8.0,Finished,24.999140739440918,0.0
1.7,0.0,0.8,5.0,300.0,200.0,10.0,5.0,Finished,23.99932551383972,0.0
1.7,0.0,0.8,5.0,300.0,200.0,10.0,6.5,Finished,23.999281406402588,0.0
1.7,0.0,0.8,5.0,300.0,200.0,10.0,8.0,Finished,24.999366283416748,0.0
1.7,0.0,0.8,5.0,300.0,200.0,13.0,5.0,Finished,28.999244213104248,0.0
1.7,0.0,0.8,5.0,300.0,200.0,13.0,6.5,Finished,23.9992995262146,0.0
1.7,0.0,0.8,5.0,300.0,200.0,13.0,8.0,Finished,25.999281883239746,0.0
1.7,0.0,0.8,5.0,300.0,200.0,16.0,5.0,Finished,23.999404191970825,0.0
1.7,0.0,0.8,5.0,300.0,200.0,16.0,6.5,Finished,23.999274730682373,0.0
1.7,0.0,0.8,5.0,300.0,200.0,16.0,8.0,Finished,29.999326467514038,0.0
1.7,0.0,0.8,5.0,300.0,150.0,10.0,5.0,Finished,29.999003887176514,0.0
1.7,0.0,0.8,5.0,300.0,150.0,10.0,6.5,Finished,30.99923276901245,0.0
1.7,0.0,0.8,5.0,300.0,150.0,10.0,8.0,Finished,25.99916434288025,0.0
1.7,0.0,0.8,5.0,300.0,150.0,13.0,5.0,Finished,23.999329090118408,0.0
1.7,0.0,0.8,5.0,300.0,150.0,13.0,6.5,Finished,34.99929690361023,0.0
1.7,0.0,0.8,5.0,300.0,150.0,13.0,8.0,Finished,29.999187707901,0.0
1.7,0.0,0.8,5.0,300.0,150.0,16.0,5.0,Finished,23.999462127685547,0.0
1.7,0.0,0.8,5.0,300.0,150.0,16.0,6.5,Finished,30.999377727508545,0.0
1.7,0.0,0.8,5.0,300.0,150.0,16.0,8.0,Finished,24.99944019317627,0.0
1.7,0.0,0.8,7.0,200.0,200.0,10.0,5.0,Finished,24.999382734298706,0.0
1.7,0.0,0.8,7.0,200.0,200.0,10.0,6.5,Crashed,999.0,9.576494028116375
1.7,0.0,0.8,7.0,200.0,200.0,10.0,8.0,Finished,23.999364137649536,0.0
1.7,0.0,0.8,7.0,200.0,200.0,13.0,5.0,Finished,29.99934697151184,0.0
1.7,0.0,0.8,7.0,200.0,200.0,13.0,6.5,Finished,29.999240398406982,0.0
1.7,0.0,0.8,7.0,200.0,200.0,13.0,8.0,Finished,24.99936866760254,0.0
1.7,0.0,0.8,7.0,200.0,200.0,16.0,5.0,Finished,23.999491691589355,0.0
1.7,0.0,0.8,7.0,200.0,200.0,16.0,6.5,Finished,23.99922513961792,0.0
1.7,0.0,0.8,7.0,200.0,200.0,16.0,8.0,Finished,26.999321460723877,0.0
1.7,0.0,0.8,7.0,200.0,150.0,10.0,5.0,Finished,23.99937391281128,0.0
1.7,0.0,0.8,7.0,200.0,150.0,10.0,6.5,Finished,25.99941396713257,0.0
1.7,0.0,0.8,7.0,200.0,150.0,10.0,8.0,Finished,31.99924063682556,0.0
1.7,0.0,0.8,7.0,200.0,150.0,13.0,5.0,Finished,23.999505758285522,0.0
1.7,0.0,0.8,7.0,200.0,150.0,13.0,6.5,Finished,35.99900531768799,0.0
1.7,0.0,0.8,7.0,200.0,150.0,13.0,8.0,Finished,29.999058485031128,0.0
1.7,0.0,0.8,7.0,200.0,150.0,16.0,5.0,Finished,34.99919509887695,0.0
1.7,0.0,0.8,7.0,200.0,150.0,16.0,6.5,Crashed,999.0,11.256582428023686
1.7,0.0,0.8,7.0,200.0,150.0,16.0,8.0,Finished,29.999306440353394,0.0
1.7,0.0,0.8,7.0,250.0,200.0,10.0,5.0,Finished,23.99905037879944,0.0
1.7,0.0,0.8,7.0,250.0,200.0,10.0,6.5,Finished,24.99913239479065,0.0
1.7,0.0,0.8,7.0,250.0,200.0,10.0,8.0,Finished,29.999205350875854,0.0
1.7,0.0,0.8,7.0,250.0,200.0,13.0,5.0,Finished,24.999422073364258,0.0
1.7,0.0,0.8,7.0,250.0,200.0,13.0,6.5,Finished,30.999301433563232,0.0
1.7,0.0,0.8,7.0,250.0,200.0,13.0,8.0,Finished,23.9993417263031,0.0
1.7,0.0,0.8,7.0,250.0,200.0,16.0,5.0,Finished,23.999432802200317,0.0
1.7,0.0,0.8,7.0,250.0,200.0,16.0,6.5,Finished,24.999279260635376,0.0
1.7,0.0,0.8,7.0,250.0,200.0,16.0,8.0,Crashed,999.0,9.549145032803525
1.7,0.0,0.8,7.0,250.0,150.0,10.0,5.0,Finished,34.99937319755554,0.0
1.7,0.0,0.8,7.0,250.0,150.0,10.0,6.5,Crashed,999.0,9.481425381440662
1.7,0.0,0.8,7.0,250.0,150.0,10.0,8.0,Finished,23.999315977096558,0.0
1.7,0.0,0.8,7.0,250.0,150.0,13.0,5.0,Finished,23.99930477142334,0.0
1.7,0.0,0.8,7.0,250.0,150.0,13.0,6.5,Finished,23.999181509017944,0.0
1.7,0.0,0.8,7.0,250.0,150.0,13.0,8.0,Finished,23.999247550964355,0.0
1.7,0.0,0.8,7.0,250.0,150.0,16.0,5.0,Finished,23.999279975891113,0.0
1.7,0.0,0.8,7.0,250.0,150.0,16.0,6.5,Finished,24.999417781829834,0.0
1.7,0.0,0.8,7.0,250.0,150.0,16.0,8.0,Crashed,999.0,4.7158504295617965
1.7,0.0,0.8,7.0,300.0,200.0,10.0,5.0,Finished,29.999305963516235,0.0
1.7,0.0,0.8,7.0,300.0,200.0,10.0,6.5,Finished,30.999194383621216,0.0
1.7,0.0,0.8,7.0,300.0,200.0,10.0,8.0,Finished,31.99929451942444,0.0
1.7,0.0,0.8,7.0,300.0,200.0,13.0,5.0,Finished,23.999423503875732,0.0
1.7,0.0,0.8,7.0,300.0,200.0,13.0,6.5,Finished,24.99923062324524,0.0
1.7,0.0,0.8,7.0,300.0,200.0,13.0,8.0,Crashed,999.0,9.506749596625433
1.7,0.0,0.8,7.0,300.0,200.0,16.0,5.0,Finished,29.999399185180664,0.0
1.7,0.0,0.8,7.0,300.0,200.0,16.0,6.5,Crashed,999.0,9.549273440394654
1.7,0.0,0.8,7.0,300.0,200.0,16.0,8.0,Finished,23.99935245513916,0.0
1.7,0.0,0.8,7.0,300.0,150.0,10.0,5.0,Finished,23.99933648109436,0.0
1.7,0.0,0.8,7.0,300.0,150.0,10.0,6.5,Finished,41.999208211898804,0.0
1.7,0.0,0.8,7.0,300.0,150.0,10.0,8.0,Finished,24.999339818954468,0.0
1.7,0.0,0.8,7.0,300.0,150.0,13.0,5.0,Finished,24.999456882476807,0.0
1.7,0.0,0.8,7.0,300.0,150.0,13.0,6.5,Finished,30.999412059783936,0.0
1.7,0.0,0.8,7.0,300.0,150.0,13.0,8.0,Finished,23.99938416481018,0.0
1.7,0.0,0.8,7.0,300.0,150.0,16.0,5.0,Finished,34.99928331375122,0.0
1.7,0.0,0.8,7.0,300.0,150.0,16.0,6.5,Finished,30.999322414398193,0.0
1.7,0.0,0.8,7.0,300.0,150.0,16.0,8.0,Finished,29.999127626419067,0.0
