q_v,q_dist,q_du,q_steer,q_lat_g,q_collision,q_progress,q_escape_vel,status,lap_time,max_distance
1.3,0.0,0.2,3.0,200.0,200.0,10.0,5.0,Crashed,999.0,9.4308607232414
1.3,0.0,0.2,3.0,200.0,200.0,10.0,6.5,Finished,29.999250888824463,0.0
1.3,0.0,0.2,3.0,200.0,200.0,10.0,8.0,Finished,23.999350547790527,0.0
1.3,0.0,0.2,3.0,200.0,200.0,13.0,5.0,Crashed,999.0,9.41575646187862
1.3,0.0,0.2,3.0,200.0,200.0,13.0,6.5,Finished,24.999359846115112,0.0
1.3,0.0,0.2,3.0,200.0,200.0,13.0,8.0,Finished,23.998997926712036,0.0
1.3,0.0,0.2,3.0,200.0,200.0,16.0,5.0,Finished,29.99927282333374,0.0
1.3,0.0,0.2,3.0,200.0,200.0,16.0,6.5,Finished,24.99920415878296,0.0
1.3,0.0,0.2,3.0,200.0,200.0,16.0,8.0,Finished,23.99935555458069,0.0
1.3,0.0,0.2,3.0,200.0,150.0,10.0,5.0,Finished,30.999290704727173,0.0
1.3,0.0,0.2,3.0,200.0,150.0,10.0,6.5,Finished,34.999377489089966,0.0
1.3,0.0,0.2,3.0,200.0,150.0,10.0,8.0,Finished,23.999249696731567,0.0
1.3,0.0,0.2,3.0,200.0,150.0,13.0,5.0,Finished,23.998976945877075,0.0
1.3,0.0,0.2,3.0,200.0,150.0,13.0,6.5,Crashed,999.0,9.476986830259499
1.3,0.0,0.2,3.0,200.0,150.0,13.0,8.0,Finished,31.999326944351196,0.0
1.3,0.0,0.2,3.0,200.0,150.0,16.0,5.0,Finished,24.999484300613403,0.0
1.3,0.0,0.2,3.0,200.0,150.0,16.0,6.5,Finished,30.999293327331543,0.0
1.3,0.0,0.2,3.0,200.0,150.0,16.0,8.0,Finished,30.999167442321777,0.0
1.3,0.0,0.2,3.0,250.0,200.0,10.0,5.0,Finished,23.999311685562134,0.0
1.3,0.0,0.2,3.0,250.0,200.0,10.0,6.5,Finished,28.999329328536987,0.0
1.3,0.0,0.2,3.0,250.0,200.0,10.0,8.0,Finished,24.999319076538086,0.0
1.3,0.0,0.2,3.0,250.0,200.0,13.0,5.0,Finished,28.99943232536316,0.0
1.3,0.0,0.2,3.0,250.0,200.0,13.0,6.5,Finished,23.999314785003662,0.0
1.3,0.0,0.2,3.0,250.0,200.0,13.0,8.0,Finished,23.9993155002594,0.0
1.3,0.0,0.2,3.0,250.0,200.0,16.0,5.0,Finished,34.99946594238281,0.0
1.3,0.0,0.2,3.0,250.0,200.0,16.0,6.5,Finished,24.999292850494385,0.0
1.3,0.0,0.2,3.0,250.0,200.0,16.0,8.0,Finished,24.999252319335938,0.0
1.3,0.0,0.2,3.0,250.0,150.0,10.0,5.0,Finished,24.999209880828857,0.0
1.3,0.0,0.2,3.0,250.0,150.0,10.0,6.5,Finished,23.99936604499817,0.0
1.3,0.0,0.2,3.0,250.0,150.0,10.0,8.0,Finished,23.999309301376343,0.0
1.3,0.0,0.2,3.0,250.0,150.0,13.0,5.0,Crashed,999.0,8.589577107133964
1.3,0.0,0.2,3.0,250.0,150.0,13.0,6.5,Finished,35.999154567718506,0.0
1.3,0.0,0.2,3.0,250.0,150.0,13.0,8.0,Crashed,999.0,9.36959339680806
1.3,0.0,0.2,3.0,250.0,150.0,16.0,5.0,Finished,29.999317407608032,0.0
1.3,0.0,0.2,3.0,250.0,150.0,16.0,6.5,Finished,24.99934482574463,0.0
1.3,0.0,0.2,3.0,250.0,150.0,16.0,8.0,Finished,23.999346017837524,0.0
1.3,0.0,0.2,3.0,300.0,200.0,10.0,5.0,Finished,23.999423027038574,0.0
1.3,0.0,0.2,3.0,300.0,200.0,10.0,6.5,Finished,24.999411582946777,0.0
1.3,0.0,0.2,3.0,300.0,200.0,10.0,8.0,Finished,24.99928593635559,0.0
1.3,0.0,0.2,3.0,300.0,200.0,13.0,5.0,Finished,23.999335765838623,0.0
1.3,0.0,0.2,3.0,300.0,200.0,13.0,6.5,Finished,23.99941372871399,0.0
1.3,0.0,0.2,3.0,300.0,200.0,13.0,8.0,Finished,29.99940800666809,0.0
1.3,0.0,0.2,3.0,300.0,200.0,16.0,5.0,Finished,29.999351263046265,0.0
1.3,0.0,0.2,3.0,300.0,200.0,16.0,6.5,Finished,23.999342441558838,0.0
1.3,0.0,0.2,3.0,300.0,200.0,16.0,8.0,Finished,24.9993314743042,0.0
1.3,0.0,0.2,3.0,300.0,150.0,10.0,5.0,Finished,23.999258279800415,0.0
1.3,0.0,0.2,3.0,300.0,150.0,10.0,6.5,Finished,23.999343872070312,0.0
1.3,0.0,0.2,3.0,300.0,150.0,10.0,8.0,Finished,31.999287366867065,0.0
1.3,0.0,0.2,3.0,300.0,150.0,13.0,5.0,Finished,24.999341249465942,0.0
1.3,0.0,0.2,3.0,300.0,150.0,13.0,6.5,Finished,24.999022006988525,0.0
1.3,0.0,0.2,3.0,300.0,150.0,13.0,8.0,Finished,24.99935746192932,0.0
1.3,0.0,0.2,3.0,300.0,150.0,16.0,5.0,Finished,30.99934697151184,0.0
1.3,0.0,0.2,3.0,300.0,150.0,16.0,6.5,Finished,23.999377250671387,0.0
1.3,0.0,0.2,3.0,300.0,150.0,16.0,8.0,Finished,25.999384880065918,0.0
1.3,0.0,0.2,5.0,200.0,200.0,10.0,5.0,Finished,23.999301433563232,0.0
1.3,0.0,0.2,5.0,200.0,200.0,10.0,6.5,Finished,24.999269247055054,0.0
1.3,0.0,0.2,5.0,200.0,200.0,10.0,8.0,Finished,23.999367237091064,0.0
1.3,0.0,0.2,5.0,200.0,200.0,13.0,5.0,Crashed,999.0,12.04487740409984
1.3,0.0,0.2,5.0,200.0,200.0,13.0,6.5,Finished,25.99936056137085,0.0
1.3,0.0,0.2,5.0,200.0,200.0,13.0,8.0,Finished,25.999179363250732,0.0
1.3,0.0,0.2,5.0,200.0,200.0,16.0,5.0,Finished,23.99931001663208,0.0
1.3,0.0,0.2,5.0,200.0,200.0,16.0,6.5,Finished,29.99897837638855,0.0
1.3,0.0,0.2,5.0,200.0,200.0,16.0,8.0,Finished,25.999303579330444,0.0
1.3,0.0,0.2,5.0,200.0,150.0,10.0,5.0,Finished,25.99933099746704,0.0
1.3,0.0,0.2,5.0,200.0,150.0,10.0,6.5,Finished,30.99939775466919,0.0
1.3,0.0,0.2,5.0,200.0,150.0,10.0,8.0,Finished,30.999207258224487,0.0
1.3,0.0,0.2,5.0,200.0,150.0,13.0,5.0,Finished,23.99925470352173,0.0
1.3,0.0,0.2,5.0,200.0,150.0,13.0,6.5,Finished,23.99943256378174,0.0
1.3,0.0,0.2,5.0,200.0,150.0,13.0,8.0,Finished,30.99933171272278,0.0
1.3,0.0,0.2,5.0,200.0,150.0,16.0,5.0,Finished,24.9990713596344,0.0
1.3,0.0,0.2,5.0,200.0,150.0,16.0,6.5,Finished,35.99938416481018,0.0
1.3,0.0,0.2,5.0,200.0,150.0,16.0,8.0,Finished,24.99920654296875,0.0
1.3,0.0,0.2,5.0,250.0,200.0,10.0,5.0,Finished,29.999367237091064,0.0
1.3,0.0,0.2,5.0,250.0,200.0,10.0,6.5,Finished,29.999329566955566,0.0
1.3,0.0,0.2,5.0,250.0,200.0,10.0,8.0,Finished,24.999377727508545,0.0
1.3,0.0,0.2,5.0,250.0,200.0,13.0,5.0,Crashed,999.0,9.260576446922494
1.3,0.0,0.2,5.0,250.0,200.0,13.0,6.5,Finished,29.99901533126831,0.0
1.3,0.0,0.2,5.0,250.0,200.0,13.0,8.0,Finished,35.99932527542114,0.0
1.3,0.0,0.2,5.0,250.0,200.0,16.0,5.0,Finished,35.99933457374573,0.0
1.3,0.0,0.2,5.0,250.0,200.0,16.0,6.5,Finished,34.999346017837524,0.0
1.3,0.0,0.2,5.0,250.0,200.0,16.0,8.0,Finished,24.999336004257202,0.0
1.3,0.0,0.2,5.0,250.0,150.0,10.0,5.0,Finished,29.99937081336975,0.0
1.3,0.0,0.2,5.0,250.0,150.0,10.0,6.5,Finished,30.99936008453369,0.0
1.3,0.0,0.2,5.0,250.0,150.0,10.0,8.0,Finished,23.99926209449768,0.0
1.3,0.0,0.2,5.0,250.0,150.0,13.0,5.0,Finished,23.999247312545776,0.0
1.3,0.0,0.2,5.0,250.0,150.0,13.0,6.5,Finished,24.999075412750244,0.0
1.3,0.0,0.2,5.0,250.0,150.0,13.0,8.0,Finished,36.99930191040039,0.0
1.3,0.0,0.2,5.0,250.0,150.0,16.0,5.0,Finished,35.99937152862549,0.0
1.3,0.0,0.2,5.0,250.0,150.0,16.0,6.5,Finished,23.999302864074707,0.0
1.3,0.0,0.2,5.0,250.0,150.0,16.0,8.0,Finished,29.999048709869385,0.0
1.3,0.0,0.2,5.0,300.0,200.0,10.0,5.0,Finished,28.999282836914062,0.0
1.3,0.0,0.2,5.0,300.0,200.0,10.0,6.5,Finished,29.999346256256104,0.0
1.3,0.0,0.2,5.0,300.0,200.0,10.0,8.0,Finished,24.99931311607361,0.0
1.3,0.0,0.2,5.0,300.0,200.0,13.0,5.0,Crashed,999.0,9.542535481177742
1.3,0.0,0.2,5.0,300.0,200.0,13.0,6.5,Finished,29.999101400375366,0.0
1.3,0.0,0.2,5.0,300.0,200.0,13.0,8.0,Finished,24.999353170394897,0.0
1.3,0.0,0.2,5.0,300.0,200.0,16.0,5.0,Finished,28.999286651611328,0.0
1.3,0.0,0.2,5.0,300.0,200.0,16.0,6.5,Finished,31.998949766159058,0.0
1.3,0.0,0.2,5.0,300.0,200.0,16.0,8.0,Finished,23.99936556816101,0.0
1.3,0.0,0.2,5.0,300.0,150.0,10.0,5.0,Finished,23.9988911151886,0.0
1.3,0.0,0.2,5.0,300.0,150.0,10.0,6.5,Finished,29.9991192817688,0.0
1.3,0.0,0.2,5.0,300.0,150.0,10.0,8.0,Finished,29.999277353286743,0.0
1.3,0.0,0.2,5.0,300.0,150.0,13.0,5.0,Finished,23.99903702735901,0.0
1.3,0.0,0.2,5.0,300.0,150.0,13.0,6.5,Finished,30.999311447143555,0.0
1.3,0.0,0.2,5.0,300.0,150.0,13.0,8.0,Finished,30.999333143234253,0.0
1.3,0.0,0.2,5.0,300.0,150.0,16.0,5.0,Finished,23.99933910369873,0.0
1.3,0.0,0.2,5.0,300.0,150.0,16.0,6.5,Finished,29.999252557754517,0.0
1.3,0.0,0.2,5.0,300.0,150.0,16.0,8.0,Finished,24.999271154403687,0.0
1.3,0.0,0.2,7.0,200.0,200.0,10.0,5.0,Finished,34.99928283691406,0.0
1.3,0.0,0.2,7.0,200.0,200.0,10.0,6.5,Finished,23.99933409690857,0.0
1.3,0.0,0.2,7.0,200.0,200.0,10.0,8.0,Finished,29.999328136444092,0.0
1.3,0.0,0.2,7.0,200.0,200.0,13.0,5.0,Finished,24.99936318397522,0.0
1.3,0.0,0.2,7.0,200.0,200.0,13.0,6.5,Finished,23.999397039413452,0.0
1.3,0.0,0.2,7.0,200.0,200.0,13.0,8.0,Finished,24.999326944351196,0.0
1.3,0.0,0.2,7.0,200.0,200.0,16.0,5.0,Finished,29.999396800994873,0.0
1.3,0.0,0.2,7.0,200.0,200.0,16.0,6.5,Finished,30.998981714248657,0.0
1.3,0.0,0.2,7.0,200.0,200.0,16.0,8.0,Finished,30.999391317367554,0.0
1.3,0.0,0.2,7.0,200.0,150.0,10.0,5.0,Finished,23.99930429458618,0.0
1.3,0.0,0.2,7.0,200.0,150.0,10.0,6.5,Finished,23.999272346496582,0.0
1.3,0.0,0.2,7.0,200.0,150.0,10.0,8.0,Finished,29.999454259872437,0.0
1.3,0.0,0.2,7.0,200.0,150.0,13.0,5.0,Finished,29.999248266220093,0.0
1.3,0.0,0.2,7.0,200.0,150.0,13.0,6.5,Finished,24.999364137649536,0.0
1.3,0.0,0.2,7.0,200.0,150.0,13.0,8.0,Finished,35.999364376068115,0.0
1.3,0.0,0.2,7.0,200.0,150.0,16.0,5.0,Finished,23.999328136444092,0.0
1.3,0.0,0.2,7.0,200.0,150.0,16.0,6.5,Finished,24.999056577682495,0.0
1.3,0.0,0.2,7.0,200.0,150.0,16.0,8.0,Crashed,999.0,8.639921636384837
1.3,0.0,0.2,7.0,250.0,200.0,10.0,5.0,Finished,29.999404430389404,0.0
1.3,0.0,0.2,7.0,250.0,200.0,10.0,6.5,Finished,25.999487161636353,0.0
1.3,0.0,0.2,7.0,250.0,200.0,10.0,8.0,Finished,31.999327898025513,0.0
1.3,0.0,0.2,7.0,250.0,200.0,13.0,5.0,Crashed,999.0,9.534862759643357
1.3,0.0,0.2,7.0,250.0,200.0,13.0,6.5,Finished,24.99894428253174,0.0
1.3,0.0,0.2,7.0,250.0,200.0,13.0,8.0,Finished,32.99929356575012,0.0
1.3,0.0,0.2,7.0,250.0,200.0,16.0,5.0,Finished,23.99927067756653,0.0
1.3,0.0,0.2,7.0,250.0,200.0,16.0,6.5,Finished,29.999301433563232,0.0
1.3,0.0,0.2,7.0,250.0,200.0,16.0,8.0,Finished,29.999271869659424,0.0
1.3,0.0,0.2,7.0,250.0,150.0,10.0,5.0,Crashed,999.0,9.312665816628298
1.3,0.0,0.2,7.0,250.0,150.0,10.0,6.5,Crashed,999.0,9.163350536498308
1.3,0.0,0.2,7.0,250.0,150.0,10.0,8.0,Finished,29.99942684173584,0.0
1.3,0.0,0.2,7.0,250.0,150.0,13.0,5.0,Finished,29.99890375137329,0.0
1.3,0.0,0.2,7.0,250.0,150.0,13.0,6.5,Finished,26.99912405014038,0.0
1.3,0.0,0.2,7.0,250.0,150.0,13.0,8.0,Finished,25.999353408813477,0.0
1.3,0.0,0.2,7.0,250.0,150.0,16.0,5.0,Finished,24.99929189682007,0.0
1.3,0.0,0.2,7.0,250.0,150.0,16.0,6.5,Finished,23.99931836128235,0.0
1.3,0.0,0.2,7.0,250.0,150.0,16.0,8.0,Finished,30.999353885650635,0.0
1.3,0.0,0.2,7.0,300.0,200.0,10.0,5.0,Finished,23.99920964241028,0.0
1.3,0.0,0.2,7.0,300.0,200.0,10.0,6.5,Finished,23.999326467514038,0.0
1.3,0.0,0.2,7.0,300.0,200.0,10.0,8.0,Finished,24.99936032295227,0.0
1.3,0.0,0.2,7.0,300.0,200.0,13.0,5.0,Finished,23.999573707580566,0.0
1.3,0.0,0.2,7.0,300.0,200.0,13.0,6.5,Finished,23.999385595321655,0.0
1.3,0.0,0.2,7.0,300.0,200.0,13.0,8.0,Finished,36.999186515808105,0.0
1.3,0.0,0.2,7.0,300.0,200.0,16.0,5.0,Finished,23.99926495552063,0.0
1.3,0.0,0.2,7.0,300.0,200.0,16.0,6.5,Crashed,999.0,9.499870510736423
1.3,0.0,0.2,7.0,300.0,200.0,16.0,8.0,Finished,30.99895930290222,0.0
1.3,0.0,0.2,7.0,300.0,150.0,10.0,5.0,Finished,29.998809576034546,0.0
1.3,0.0,0.2,7.0,300.0,150.0,10.0,6.5,Finished,23.999385356903076,0.0
1.3,0.0,0.2,7.0,300.0,150.0,10.0,8.0,Finished,24.999245405197144,0.0
1.3,0.0,0.2,7.0,300.0,150.0,13.0,5.0,Finished,34.9989595413208,0.0
1.3,0.0,0.2,7.0,300.0,150.0,13.0,6.5,Finished,29.999452829360962,0.0
1.3,0.0,0.2,7.0,300.0,150.0,13.0,8.0,Finished,24.999288082122803,0.0
1.3,0.0,0.2,7.0,300.0,150.0,16.0,5.0,Finished,23.999187707901,0.0
1.3,0.0,0.2,7.0,300.0,150.0,16.0,6.5,Finished,29.998815059661865,0.0
1.3,0.0,0.2,7.0,300.0,150.0,16.0,8.0,Finished,29.999388933181763,0.0
1.3,0.0,0.5,3.0,200.0,200.0,10.0,5.0,Finished,23.99919581413269,0.0
1.3,0.0,0.5,3.0,200.0,200.0,10.0,6.5,Finished,24.999413013458252,0.0
1.3,0.0,0.5,3.0,200.0,200.0,10.0,8.0,Finished,30.99931573867798,0.0
1.3,0.0,0.5,3.0,200.0,200.0,13.0,5.0,Finished,23.999316215515137,0.0
1.3,0.0,0.5,3.0,200.0,200.0,13.0,6.5,Finished,34.99923825263977,0.0
1.3,0.0,0.5,3.0,200.0,200.0,13.0,8.0,Finished,24.999297618865967,0.0
1.3,0.0,0.5,3.0,200.0,200.0,16.0,5.0,Finished,23.999335289001465,0.0
1.3,0.0,0.5,3.0,200.0,200.0,16.0,6.5,Finished,23.999287843704224,0.0
1.3,0.0,0.5,3.0,200.0,200.0,16.0,8.0,Finished,24.999334812164307,0.0
1.3,0.0,0.5,3.0,200.0,150.0,10.0,5.0,Finished,24.999463081359863,0.0
1.3,0.0,0.5,3.0,200.0,150.0,10.0,6.5,Finished,34.9992938041687,0.0
1.3,0.0,0.5,3.0,200.0,150.0,10.0,8.0,Finished,28.999468088150024,0.0
1.3,0.0,0.5,3.0,200.0,150.0,13.0,5.0,Finished,23.999086618423462,0.0
1.3,0.0,0.5,3.0,200.0,150.0,13.0,6.5,Finished,36.99938225746155,0.0
1.3,0.0,0.5,3.0,200.0,150.0,13.0,8.0,Crashed,999.0,10.284281094706394
1.3,0.0,0.5,3.0,200.0,150.0,16.0,5.0,Finished,29.999486923217773,0.0
1.3,0.0,0.5,3.0,200.0,150.0,16.0,6.5,Finished,24.99943208694458,0.0
1.3,0.0,0.5,3.0,200.0,150.0,16.0,8.0,Finished,30.999276638031006,0.0
1.3,0.0,0.5,3.0,250.0,200.0,10.0,5.0,Crashed,999.0,9.313010955767268
1.3,0.0,0.5,3.0,250.0,200.0,10.0,6.5,Finished,34.999245405197144,0.0
1.3,0.0,0.5,3.0,250.0,200.0,10.0,8.0,Finished,24.99942922592163,0.0
1.3,0.0,0.5,3.0,250.0,200.0,13.0,5.0,Finished,24.99944019317627,0.0
1.3,0.0,0.5,3.0,250.0,200.0,13.0,6.5,Finished,23.998970985412598,0.0
1.3,0.0,0.5,3.0,250.0,200.0,13.0,8.0,Finished,23.999236345291138,0.0
1.3,0.0,0.5,3.0,250.0,200.0,16.0,5.0,Finished,23.999382972717285,0.0
1.3,0.0,0.5,3.0,250.0,200.0,16.0,6.5,Finished,24.999343156814575,0.0
1.3,0.0,0.5,3.0,250.0,200.0,16.0,8.0,Finished,29.999388933181763,0.0
1.3,0.0,0.5,3.0,250.0,150.0,10.0,5.0,Finished,29.99932622909546,0.0
1.3,0.0,0.5,3.0,250.0,150.0,10.0,6.5,Finished,23.999050617218018,0.0
1.3,0.0,0.5,3.0,250.0,150.0,10.0,8.0,Finished,31.999065399169922,0.0
1.3,0.0,0.5,3.0,250.0,150.0,13.0,5.0,Finished,23.99905824661255,0.0
1.3,0.0,0.5,3.0,250.0,150.0,13.0,6.5,Finished,24.999258756637573,0.0
1.3,0.0,0.5,3.0,250.0,150.0,13.0,8.0,Finished,24.99950885772705,0.0
1.3,0.0,0.5,3.0,250.0,150.0,16.0,5.0,Finished,34.998804569244385,0.0
1.3,0.0,0.5,3.0,250.0,150.0,16.0,6.5,Finished,24.99932622909546,0.0
1.3,0.0,0.5,3.0,250.0,150.0,16.0,8.0,Finished,23.999261617660522,0.0
1.3,0.0,0.5,3.0,300.0,200.0,10.0,5.0,Finished,29.999403476715088,0.0
1.3,0.0,0.5,3.0,300.0,200.0,10.0,6.5,Finished,24.999298334121704,0.0
1.3,0.0,0.5,3.0,300.0,200.0,10.0,8.0,Finished,29.999446153640747,0.0
1.3,0.0,0.5,3.0,300.0,200.0,13.0,5.0,Finished,23.999473810195923,0.0
1.3,0.0,0.5,3.0,300.0,200.0,13.0,6.5,Crashed,999.0,9.207756487865668
1.3,0.0,0.5,3.0,300.0,200.0,13.0,8.0,Finished,23.999324083328247,0.0
1.3,0.0,0.5,3.0,300.0,200.0,16.0,5.0,Crashed,999.0,9.309780631869442
1.3,0.0,0.5,3.0,300.0,200.0,16.0,6.5,Finished,35.99924874305725,0.0
1.3,0.0,0.5,3.0,300.0,200.0,16.0,8.0,Finished,25.999446868896484,0.0
1.3,0.0,0.5,3.0,300.0,150.0,10.0,5.0,Finished,23.999255895614624,0.0
1.3,0.0,0.5,3.0,300.0,150.0,10.0,6.5,Finished,24.999388933181763,0.0
1.3,0.0,0.5,3.0,300.0,150.0,10.0,8.0,Finished,26.99934720993042,0.0
1.3,0.0,0.5,3.0,300.0,150.0,13.0,5.0,Finished,28.99937415122986,0.0
1.3,0.0,0.5,3.0,300.0,150.0,13.0,6.5,Finished,23.999337673187256,0.0
1.3,0.0,0.5,3.0,300.0,150.0,13.0,8.0,Finished,24.99934959411621,0.0
1.3,0.0,0.5,3.0,300.0,150.0,16.0,5.0,Finished,23.999345541000366,0.0
1.3,0.0,0.5,3.0,300.0,150.0,16.0,6.5,Crashed,999.0,9.230439247262058
1.3,0.0,0.5,3.0,300.0,150.0,16.0,8.0,Finished,29.999385118484497,0.0
1.3,0.0,0.5,5.0,200.0,200.0,10.0,5.0,Finished,23.999196767807007,0.0
1.3,0.0,0.5,5.0,200.0,200.0,10.0,6.5,Finished,23.999253749847412,0.0
1.3,0.0,0.5,5.0,200.0,200.0,10.0,8.0,Finished,24.99931001663208,0.0
1.3,0.0,0.5,5.0,200.0,200.0,13.0,5.0,Crashed,999.0,9.279074988674866
1.3,0.0,0.5,5.0,200.0,200.0,13.0,6.5,Finished,29.99923872947693,0.0
1.3,0.0,0.5,5.0,200.0,200.0,13.0,8.0,Finished,23.99929690361023,0.0
1.3,0.0,0.5,5.0,200.0,200.0,16.0,5.0,Finished,23.99934959411621,0.0
1.3,0.0,0.5,5.0,200.0,200.0,16.0,6.5,Finished,24.999212503433228,0.0
1.3,0.0,0.5,5.0,200.0,200.0,16.0,8.0,Finished,25.999233961105347,0.0
1.3,0.0,0.5,5.0,200.0,150.0,10.0,5.0,Finished,23.999314785003662,0.0
1.3,0.0,0.5,5.0,200.0,150.0,10.0,6.5,Finished,24.999192476272583,0.0
1.3,0.0,0.5,5.0,200.0,150.0,10.0,8.0,Finished,24.99912691116333,0.0
1.3,0.0,0.5,5.0,200.0,150.0,13.0,5.0,Finished,30.999244213104248,0.0
1.3,0.0,0.5,5.0,200.0,150.0,13.0,6.5,Finished,23.99933671951294,0.0
1.3,0.0,0.5,5.0,200.0,150.0,13.0,8.0,Finished,26.9994113445282,0.0
1.3,0.0,0.5,5.0,200.0,150.0,16.0,5.0,Finished,29.999272346496582,0.0
1.3,0.0,0.5,5.0,200.0,150.0,16.0,6.5,Finished,29.999249935150146,0.0
1.3,0.0,0.5,5.0,200.0,150.0,16.0,8.0,Finished,36.99934649467468,0.0
1.3,0.0,0.5,5.0,250.0,200.0,10.0,5.0,Finished,23.99901533126831,0.0
1.3,0.0,0.5,5.0,250.0,200.0,10.0,6.5,Finished,30.999271392822266,0.0
1.3,0.0,0.5,5.0,250.0,200.0,10.0,8.0,Finished,24.998979330062866,0.0
1.3,0.0,0.5,5.0,250.0,200.0,13.0,5.0,Finished,23.999285459518433,0.0
1.3,0.0,0.5,5.0,250.0,200.0,13.0,6.5,Finished,23.998969793319702,0.0
1.3,0.0,0.5,5.0,250.0,200.0,13.0,8.0,Finished,29.999444246292114,0.0
1.3,0.0,0.5,5.0,250.0,200.0,16.0,5.0,Finished,29.99943518638611,0.0
1.3,0.0,0.5,5.0,250.0,200.0,16.0,6.5,Finished,23.99931240081787,0.0
1.3,0.0,0.5,5.0,250.0,200.0,16.0,8.0,Finished,23.999197721481323,0.0
1.3,0.0,0.5,5.0,250.0,150.0,10.0,5.0,Finished,23.999332427978516,0.0
1.3,0.0,0.5,5.0,250.0,150.0,10.0,6.5,Finished,25.999265909194946,0.0
1.3,0.0,0.5,5.0,250.0,150.0,10.0,8.0,Finished,25.999379873275757,0.0
1.3,0.0,0.5,5.0,250.0,150.0,13.0,5.0,Finished,23.999203205108643,0.0
1.3,0.0,0.5,5.0,250.0,150.0,13.0,6.5,Finished,29.999398946762085,0.0
1.3,0.0,0.5,5.0,250.0,150.0,13.0,8.0,Finished,25.99925923347473,0.0
1.3,0.0,0.5,5.0,250.0,150.0,16.0,5.0,Finished,23.999265909194946,0.0
1.3,0.0,0.5,5.0,250.0,150.0,16.0,6.5,Finished,29.99928116798401,0.0
1.3,0.0,0.5,5.0,250.0,150.0,16.0,8.0,Finished,24.999338150024414,0.0
1.3,0.0,0.5,5.0,300.0,200.0,10.0,5.0,Crashed,999.0,9.214926343596108
1.3,0.0,0.5,5.0,300.0,200.0,10.0,6.5,Finished,35.998963832855225,0.0
1.3,0.0,0.5,5.0,300.0,200.0,10.0,8.0,Finished,24.99948477745056,0.0
1.3,0.0,0.5,5.0,300.0,200.0,13.0,5.0,Finished,24.999345302581787,0.0
1.3,0.0,0.5,5.0,300.0,200.0,13.0,6.5,Finished,28.999356269836426,0.0
1.3,0.0,0.5,5.0,300.0,200.0,13.0,8.0,Crashed,999.0,8.488570483408079
1.3,0.0,0.5,5.0,300.0,200.0,16.0,5.0,Finished,23.999085664749146,0.0
1.3,0.0,0.5,5.0,300.0,200.0,16.0,6.5,Finished,23.999364137649536,0.0
1.3,0.0,0.5,5.0,300.0,200.0,16.0,8.0,Crashed,999.0,11.837658359826696
1.3,0.0,0.5,5.0,300.0,150.0,10.0,5.0,Crashed,999.0,8.520911361191896
1.3,0.0,0.5,5.0,300.0,150.0,10.0,6.5,Finished,24.999297618865967,0.0
1.3,0.0,0.5,5.0,300.0,150.0,10.0,8.0,Finished,36.999383211135864,0.0
1.3,0.0,0.5,5.0,300.0,150.0,13.0,5.0,Finished,24.999237298965454,0.0
1.3,0.0,0.5,5.0,300.0,150.0,13.0,6.5,Finished,24.99924921989441,0.0
1.3,0.0,0.5,5.0,300.0,150.0,13.0,8.0,Finished,30.99940824508667,0.0
1.3,0.0,0.5,5.0,300.0,150.0,16.0,5.0,Finished,23.99924397468567,0.0
1.3,0.0,0.5,5.0,300.0,150.0,16.0,6.5,Finished,34.99919152259827,0.0
1.3,0.0,0.5,5.0,300.0,150.0,16.0,8.0,Finished,23.99947428703308,0.0
1.3,0.0,0.5,7.0,200.0,200.0,10.0,5.0,Finished,24.999328136444092,0.0
1.3,0.0,0.5,7.0,200.0,200.0,10.0,6.5,Finished,29.999321222305298,0.0
1.3,0.0,0.5,7.0,200.0,200.0,10.0,8.0,Finished,25.99928331375122,0.0
1.3,0.0,0.5,7.0,200.0,200.0,13.0,5.0,Crashed,999.0,9.381298509333224
1.3,0.0,0.5,7.0,200.0,200.0,13.0,6.5,Finished,31.999346256256104,0.0
1.3,0.0,0.5,7.0,200.0,200.0,13.0,8.0,Finished,30.999422788619995,0.0
1.3,0.0,0.5,7.0,200.0,200.0,16.0,5.0,Finished,23.999500274658203,0.0
1.3,0.0,0.5,7.0,200.0,200.0,16.0,6.5,Crashed,999.0,9.353352843614159
1.3,0.0,0.5,7.0,200.0,200.0,16.0,8.0,Finished,27.999204635620117,0.0
1.3,0.0,0.5,7.0,200.0,150.0,10.0,5.0,Finished,23.99946427345276,0.0
1.3,0.0,0.5,7.0,200.0,150.0,10.0,6.5,Crashed,999.0,11.732678172861794
1.3,0.0,0.5,7.0,200.0,150.0,10.0,8.0,Finished,24.99927043914795,0.0
1.3,0.0,0.5,7.0,200.0,150.0,13.0,5.0,Finished,28.99931287765503,0.0
1.3,0.0,0.5,7.0,200.0,150.0,13.0,6.5,Finished,23.99933886528015,0.0
1.3,0.0,0.5,7.0,200.0,150.0,13.0,8.0,Finished,30.99938130378723,0.0
1.3,0.0,0.5,7.0,200.0,150.0,16.0,5.0,Finished,30.99928331375122,0.0
1.3,0.0,0.5,7.0,200.0,150.0,16.0,6.5,Finished,23.999128341674805,0.0
1.3,0.0,0.5,7.0,200.0,150.0,16.0,8.0,Finished,26.99902367591858,0.0
1.3,0.0,0.5,7.0,250.0,200.0,10.0,5.0,Finished,23.999438524246216,0.0
1.3,0.0,0.5,7.0,250.0,200.0,10.0,6.5,Finished,24.999348878860474,0.0
