x_m,y_m,w_tr_left_m,w_tr_right_m,w_total_m,left_x_m,left_y_m,right_x_m,right_y_m
-7.78920126,-7.76717472,1.16081543,2.26923828,3.43005371,-8.94999808,-7.77375087,-5.51999936,-7.75431924
-7.78928518,-7.75717020,1.16073242,2.26932129,3.43005371,-8.94999927,-7.76369523,-5.51999974,-7.74441327
-7.78937006,-7.74716663,1.16064697,2.26940430,3.43005127,-8.94999898,-7.75364053,-5.52000107,-7.73450827
-7.78945541,-7.73717260,1.16056152,2.26948975,3.43005127,-8.94999916,-7.74359595,-5.52000043,-7.72461169
-7.78954077,-7.72717333,1.16047607,2.26957520,3.43005127,-8.94999934,-7.73354558,-5.51999980,-7.71471095
-7.78962708,-7.71716833,1.16038818,2.33966064,3.50004883,-8.94999804,-7.72348973,-5.45000115,-7.70442266
-7.78971338,-7.70717239,1.16030273,2.33974609,3.50004883,-8.94999917,-7.71344298,-5.45000146,-7.69452778
-7.78980017,-7.69717073,1.09021484,2.33983398,3.43004883,-8.87999935,-7.70301498,-5.44999979,-7.68462773
-7.78988743,-7.68716955,1.09012695,2.33991943,3.43004639,-8.87999898,-7.69296576,-5.45000105,-7.67472819
-7.78997517,-7.67717028,1.09003906,2.34000732,3.43004639,-8.87999909,-7.68291796,-5.45000034,-7.66483163
-7.79006290,-7.66717291,1.08995117,2.34009521,3.43004639,-8.87999920,-7.67287204,-5.44999963,-7.65493703
-7.79015160,-7.65716934,1.08986084,2.34018311,3.43004395,-8.87999782,-7.66281967,-5.44999987,-7.64503678
-7.79023981,-7.64716816,1.08977295,2.62027344,3.71004639,-8.87999840,-7.65276918,-5.17000089,-7.63370093
-7.79032850,-7.63717651,1.08968506,2.62036133,3.71004639,-8.87999947,-7.64272799,-5.17000107,-7.62382689
-7.79041719,-7.62717152,1.08959473,2.62044922,3.71004395,-8.87999802,-7.63267291,-5.17000140,-7.61394079
-7.79050684,-7.61716890,1.08950439,2.62053955,3.71004395,-8.87999760,-7.62261918,-5.17000009,-7.60405957
-7.79059601,-7.60716724,1.08941650,2.62062744,3.71004395,-8.87999914,-7.61256592,-5.17000074,-7.59418054
-7.79068518,-7.59717417,1.08932617,2.62071533,3.71004150,-8.87999823,-7.60252098,-5.17000140,-7.58431074
-7.79077482,-7.58717537,1.08923584,2.62080566,3.71004150,-8.87999781,-7.59246928,-5.17000009,-7.57443772
-7.79086447,-7.57717133,1.08914551,2.76089600,3.85004150,-8.87999738,-7.58241155,-5.03000040,-7.56388777
-7.79095364,-7.56717634,1.08905762,2.76098389,3.85004150,-8.87999892,-7.57236189,-5.03000102,-7.55402992
-7.79104328,-7.55717659,1.08896729,2.76107422,3.85004150,-8.87999849,-7.56230692,-5.02999967,-7.54416866
-7.79113293,-7.54717112,1.08887695,2.76116211,3.85003906,-8.87999807,-7.55224493,-5.03000077,-7.53430498
-7.79122257,-7.53716755,1.08878662,2.76125244,3.85003906,-8.87999764,-7.54218434,-5.02999943,-7.52444455
